Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
lhPjnEqe,28/06/2024,06:00,WORLD - CLUB FRIENDLY,Sigma Olomouc (Cze),Jagiellonia (Pol),5.1,4.45,1.52,1.47,2.52,1.57,2.25
lr6BSgqB,28/06/2024,06:30,WORLD - CLUB FRIENDLY,AZ Alkmaar (Ned),AEK Athens FC (Gre),2.0,3.75,3.05,1.62,2.22,1.57,2.25
0OA9jdp5,28/06/2024,06:30,AUSTRALIA - NPL NSW,Sydney FC U23,Marconi Stallions,5.2,5.0,1.44,1.28,3.05,1.42,2.47
OS0hAOv9,28/06/2024,06:45,AUSTRALIA - NPL VICTORIA,Dandenong City,Moreland City,1.57,4.35,4.45,1.37,2.62,1.45,2.37
ChZu1K1e,28/06/2024,06:45,AUSTRALIA - NPL VICTORIA,Heidelberg Utd,Avondale FC,2.67,3.55,2.3,1.5,2.25,1.44,2.4
QuPRg644,28/06/2024,07:00,AUSTRALIA - NPL SOUTH AUSTRALIA,Campbelltown City,Adelaide City,2.2,3.5,2.87,1.47,2.32,1.4,2.52
nkQNfnkb,28/06/2024,07:00,AUSTRALIA - NPL SOUTH AUSTRALIA,Para,FK Beograd,2.6,3.5,2.37,1.5,2.27,1.42,2.45
2T6asJGb,28/06/2024,07:30,AUSTRALIA - VICTORIA PREMIER LEAGUE,Preston Lions,Eastern Lions,1.55,4.4,4.7,1.44,2.42,1.53,2.2
MVM0ucoB,28/06/2024,07:30,AUSTRALIA - VICTORIA PREMIER LEAGUE,Werribee City,Bulleen,3.85,4.2,1.7,1.39,2.55,1.45,2.4
vuwOCWRG,28/06/2024,08:00,WORLD - CLUB FRIENDLY,Braunschweig (Ger),Hallescher (Ger),1.42,4.65,5.2,1.29,3.15,1.47,2.6
vJTyMven,28/06/2024,08:00,WORLD - CLUB FRIENDLY,Crvena zvezda (Srb),Mladost (Srb),1.16,6.0,12.5,1.36,2.88,2.55,1.49
I52enV1t,28/06/2024,08:45,SINGAPORE - PREMIER LEAGUE,Geylang,Lion City,5.0,4.5,1.44,1.2,4.33,1.24,3.3
0vwDZ7lS,28/06/2024,09:00,WORLD - CLUB FRIENDLY,Puszcza (Pol),Wisla (Pol),1.72,3.95,3.95,1.57,2.1,1.6,2.07
GhbkyPFl,28/06/2024,09:00,WORLD - CLUB FRIENDLY,UTA Arad (Rou),FK Sarajevo (Bih),2.32,3.3,2.8,1.65,1.98,1.55,2.15
fHvUPoVg,28/06/2024,09:00,WORLD - CLUB FRIENDLY,Winterthur (Sui),Rapperswil (Sui),1.34,4.65,7.7,1.4,2.5,1.6,2.05
vieIUJhL,28/06/2024,09:15,MALAYSIA - FA CUP,Penang,Kedah,3.05,3.55,2.0,1.7,1.93,1.61,2.25
0WWvWsXm,28/06/2024,10:00,EGYPT - PREMIER LEAGUE,Arab Contractors,National Bank Egypt,2.87,2.82,2.57,2.1,1.57,1.75,1.85
dnQpUGA4,28/06/2024,10:00,AFRICA - COSAFA CUP,Lesotho,Seychelles,1.31,4.55,9.5,1.83,1.87,2.22,1.52
d4V4BHU1,28/06/2024,10:00,MALAYSIA - FA CUP,Terengganu,Sabah,3.05,3.5,2.02,1.65,1.98,1.59,2.29
