home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Pelotas,Inter,Brasil - Campeonato Gaúcho A2,"Seg, 22 Julho 2024",20:00,43%,39%,D V E V E,V V E V V,D E D D V,V E D V V,V E V V V,D V V E D,1.56,2.13,1,2,2.5,1.43,44%,63%,25%,2.25,2.38,2.13,1.31,1.75,0.88,0.94,0.63,1.25,44%,50%,38%,38%,38%,38%,25%,13%,38%,44%,75%,13%,1.49,1.38,1.66,1.12,1.08,1.18,60%,75%,43%,2.6,2.38,2.86,1.8,1.88,1.71,0.8,1.14,1.14,40%,38%,43%,47%,63%,29%,20%,13%,29%,60%,75%,43%,1.01,0,1.18,0.95,0,1.12
Passo,Monsoon,Brasil - Campeonato Gaúcho A2,"Seg, 22 Julho 2024",20:00,43%,39%,V D V V D,V V V D E,D V D V E,V E V D E,V V V V E,E D E E V,1.88,2.13,1.63,2,2.5,1.5,56%,63%,50%,2.31,2.13,2.5,1.38,1.38,1.38,0.94,0.75,1.13,50%,50%,50%,38%,50%,25%,25%,25%,25%,50%,38%,63%,1.35,1.47,1.24,1.72,1.19,2.16,56%,75%,38%,2.19,2.63,1.75,1.44,2,0.88,0.75,0.88,0.88,44%,50%,38%,44%,50%,38%,25%,13%,38%,56%,75%,38%,1.31,1.48,1.08,1.65,1.62,1.68
Hebar,Spartak,Bulgária - Campeonato Búlgaro,"Seg, 22 Julho 2024",13:00,25%,25%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Septemvri,Beroe,Bulgária - Campeonato Búlgaro,"Seg, 22 Julho 2024",15:15,25%,25%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
CSKA,Lovech,Bulgária - 2ª Divisão da Bulgária,"Seg, 22 Julho 2024",12:30,60%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
FK,Botev,Bulgária - 2ª Divisão da Bulgária,"Seg, 22 Julho 2024",12:30,60%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Ludogorets,Lokomotiv,Bulgária - 2ª Divisão da Bulgária,"Seg, 22 Julho 2024",14:00,60%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Recoleta,Unión,Chile - 2ª Divisão do Chile,"Seg, 22 Julho 2024",16:00,55%,56%,E D V V E,V E D D D,E D V D D,V D D D E,V D E D D,D D D D D,1.44,1.25,1.63,0.44,0.5,0.38,44%,38%,50%,2.38,2.5,2.25,1.13,1.13,1.13,1.25,1.38,1.13,56%,63%,50%,19%,13%,25%,31%,38%,25%,38%,25%,50%,1.65,1.82,1.48,1.48,1.34,1.63,13%,13%,13%,3.13,3.38,2.88,1.06,1.38,0.75,2.06,2.13,2.13,63%,75%,50%,6%,0%,13%,31%,25%,38%,19%,25%,13%,1.73,1.84,1.62,1.6,1.54,1.66
Curicó,Barnechea,Chile - 2ª Divisão do Chile,"Seg, 22 Julho 2024",20:00,55%,56%,D E V E V,V V E E D,D E E V D,V E E V E,V E E V D,E V D V E,1.19,1.75,0.63,1.69,2,1.44,31%,50%,13%,2.5,1.63,3.38,1.06,1,1.13,1.44,0.63,2.25,56%,38%,75%,31%,63%,0%,25%,25%,25%,38%,50%,25%,1.79,1.98,1.62,1.54,1.2,1.84,44%,57%,33%,2.75,2.86,2.67,1.56,1.86,1.33,1.19,1.33,1.33,63%,57%,67%,31%,43%,22%,25%,29%,22%,38%,29%,44%,1.81,1.9,1.74,1.5,1.45,1.54
Concón,Melipilla,Chile - 3ª Divisão do Chile,"Seg, 22 Julho 2024",20:00,56%,47%,D D D V E,D V V E D,D D E V D,V V E E D,V V E D V,E D V E V,0.85,1.17,0.57,2.14,2.29,2,23%,33%,14%,2.38,1.67,3,0.85,0.5,1.14,1.54,1.17,1.86,54%,17%,86%,15%,33%,0%,38%,67%,14%,23%,17%,29%,1.45,1.63,1.3,1.48,1.27,1.67,64%,71%,57%,3.36,2.71,4,2.43,2,2.86,0.93,1.14,1.14,64%,57%,71%,29%,29%,29%,7%,14%,0%,71%,57%,86%,1.78,1.93,1.63,1.43,1.35,1.52
Comunal,Unión,Chile - 4ª Divisão do Chile,"Seg, 22 Julho 2024",19:00,54%,62%,E D D V D,D E D E,E D V D D,D D D D E,D E V V D,D D D E D,0.6,0.5,0.67,0.73,1.4,0.17,10%,0%,17%,3.1,3,3.17,0.9,1,0.83,2.2,2,2.33,70%,75%,67%,10%,0%,17%,20%,25%,17%,30%,50%,17%,1.24,1.17,1.28,1.77,1.29,2.1,18%,40%,0%,3.73,2.4,4.83,1.27,1.2,1.33,2.45,3.5,3.5,73%,60%,83%,9%,20%,0%,27%,40%,17%,27%,40%,17%,1.33,1.41,1.19,1.45,1.37,1.58
Cangzhou,Shanghai,China - Campeonato Chinês,"Seg, 22 Julho 2024",08:35,56%,56%,E E D D D,E E D D D,D D D E E,V V V V E,V V V E V,V V V E E,0.89,1.1,0.67,2.58,2.6,2.56,21%,30%,11%,3.26,2.7,3.89,1.11,1.2,1,2.16,1.5,2.89,58%,50%,67%,11%,20%,0%,32%,30%,33%,42%,40%,44%,0.99,0.99,0.99,2.06,1.56,2.62,79%,80%,78%,2.74,3.5,1.89,2.32,3,1.56,0.42,0.33,0.33,37%,40%,33%,63%,60%,67%,5%,0%,11%,74%,70%,78%,1.95,2.21,1.66,1.04,1,1.08
Deportivo,Alianza,Colômbia - Campeonato Colombiano,"Seg, 22 Julho 2024",20:00,41%,37%,D E V E E,D E V E D,E D E D V,D D V D D,D V D D E,D D E D D,1.05,1.27,0.78,0.8,0.8,0.8,25%,36%,11%,2.5,2.55,2.44,1.2,1.36,1,1.3,1.18,1.44,45%,36%,56%,25%,36%,11%,35%,36%,33%,40%,45%,33%,1.21,1.21,1.21,1.5,1.41,1.6,20%,20%,20%,2.3,2.5,2.1,0.75,0.9,0.6,1.55,1.5,1.5,40%,40%,40%,10%,10%,10%,55%,50%,60%,25%,30%,20%,1.25,1.4,1.1,1.59,1.5,1.69
Deportivo,Independiente,Colômbia - Campeonato Colombiano,"Seg, 22 Julho 2024",22:00,41%,37%,V D E E V,E E V D E,V D V D V,E V E V V,E E V D D,V V E V E,1.73,1.54,1.92,1.5,1.73,1.22,50%,38%,62%,2.38,2.31,2.46,1.38,1.31,1.46,1,1,1,50%,46%,54%,38%,46%,31%,19%,23%,15%,54%,38%,69%,1.14,1.24,1.05,1.26,1.19,1.34,40%,45%,33%,2.75,2.27,3.33,1.15,1.18,1.11,1.6,2.22,2.22,50%,55%,44%,30%,45%,11%,20%,0%,44%,60%,91%,22%,1.29,1.3,1.28,1.21,1.17,1.25
Leones,Real,Colômbia - 2ª Divisão da Colômbia,"Seg, 22 Julho 2024",16:00,45%,45%,E D D E E,E D E E D,D E E V D,D D D D D,D D D V V,D D D D D,0.88,0.75,1,0.5,1,0,13%,13%,13%,3.06,2.88,3.25,1.31,1.13,1.5,1.75,1.75,1.75,69%,63%,75%,19%,25%,13%,25%,25%,25%,38%,38%,38%,1.53,1.55,1.5,1.8,1.63,1.99,13%,25%,0%,3,2.5,3.5,0.81,1,0.63,2.19,2.88,2.88,38%,25%,50%,19%,38%,0%,50%,50%,50%,19%,38%,0%,1.19,1.48,0.94,1.82,1.43,2.16
Real,Orsomarso,Colômbia - 2ª Divisão da Colômbia,"Seg, 22 Julho 2024",18:00,45%,45%,D V D E E,V D E D V,D E D E D,E E D V V,E V V E V,E D V V V,1.19,2,0.38,1.67,1.58,1.75,31%,63%,0%,3.44,3.75,3.13,1.75,2.25,1.25,1.69,1.5,1.88,75%,75%,75%,13%,25%,0%,13%,0%,25%,63%,75%,50%,1.64,1.89,1.34,1.58,1.37,1.82,46%,42%,50%,2.29,2.83,1.75,1.33,1.67,1,0.96,0.75,0.75,46%,58%,33%,38%,33%,42%,25%,25%,25%,50%,42%,58%,1.34,1.55,1.13,1.58,1.38,1.78
Lyngby,Copenhagen,Dinamarca - Campeonato Dinamarquês,"Seg, 22 Julho 2024",14:00,50%,50%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Ismaily,El,Egito - Campeonato Egípcio,"Seg, 22 Julho 2024",11:30,49%,43%,D D D V E,D E D V D,D D V E E,E D D D E,E D E E D,D D D D E,1.03,1.2,0.87,1.07,1.13,1,23%,33%,13%,2.13,2.4,1.87,0.97,1.13,0.8,1.17,1.27,1.07,57%,60%,53%,20%,13%,27%,33%,33%,33%,43%,40%,47%,1.42,1.42,1.43,1.27,1.31,1.24,23%,25%,21%,2.3,2.19,2.43,0.93,0.94,0.93,1.37,1.5,1.5,53%,50%,57%,23%,31%,14%,37%,38%,36%,40%,38%,43%,1.29,1.29,1.28,1.52,1.54,1.49
Future,Smouha,Egito - Campeonato Egípcio,"Seg, 22 Julho 2024",15:00,49%,43%,D V V V D,D V D V E,V V V E V,V V D E V,V D V D V,V E D E V,1.57,1.2,1.93,1.55,1.93,1.2,40%,27%,53%,1.83,1.73,1.93,1.07,0.87,1.27,0.77,0.87,0.67,47%,40%,53%,37%,33%,40%,30%,47%,13%,47%,33%,60%,1.31,1.22,1.39,1.28,1.17,1.4,41%,57%,27%,2.28,2.5,2.07,1.21,1.57,0.87,1.07,1.2,1.2,48%,57%,40%,38%,36%,40%,24%,7%,40%,52%,71%,33%,1.42,1.5,1.35,1.36,1.38,1.35
Pyramids,Al,Egito - Campeonato Egípcio,"Seg, 22 Julho 2024",15:00,49%,43%,D V V V V,V V V V V,D V V V V,V V V V V,V V V V V,V V V V V,2.43,2.43,2.43,2.52,2.67,2.38,75%,71%,79%,2.54,2.79,2.29,1.82,1.86,1.79,0.71,0.93,0.5,39%,64%,14%,57%,36%,79%,11%,7%,14%,68%,64%,71%,1.75,1.9,1.61,0.94,1,0.89,80%,83%,77%,3.28,3.58,3,2.36,2.83,1.92,0.92,1.08,1.08,68%,58%,77%,32%,42%,23%,4%,8%,0%,84%,92%,77%,1.68,1.59,1.77,1.09,1.05,1.12
Inter,Gnistan,Finlândia - Campeonato Finlandês,"Seg, 22 Julho 2024",12:00,62%,61%,V V V E D,V V D V D,V E V D D,D D E D D,D D V E D,D E D E D,1.31,1.75,0.88,0.87,1,0.75,38%,50%,25%,3.25,3.13,3.38,1.75,1.88,1.63,1.5,1.25,1.75,56%,63%,50%,25%,13%,38%,25%,25%,25%,63%,63%,63%,1.66,1.67,1.64,1.31,1.2,1.42,20%,29%,13%,3.2,2.43,3.88,1.27,0.71,1.75,1.93,2.13,2.13,60%,43%,75%,7%,14%,0%,40%,57%,25%,20%,14%,25%,1.58,1.75,1.44,1.54,1.66,1.43
FH,ÍA,Islândia - Campeonato Islandês,"Seg, 22 Julho 2024",16:15,67%,65%,V E V V D,V E V V E,D E D V V,D V V E V,V V V D V,D E V E D,1.71,2,1.43,1.64,2.14,1.14,50%,57%,43%,3.5,3.57,3.43,1.86,2.14,1.57,1.64,1.43,1.86,71%,86%,57%,14%,14%,14%,14%,0%,29%,71%,71%,71%,1.86,1.94,1.78,1.52,1.48,1.57,50%,71%,29%,3.71,4.14,3.29,2.29,3.14,1.43,1.43,1.86,1.86,57%,57%,57%,21%,29%,14%,21%,14%,29%,50%,57%,43%,1.8,1.95,1.65,1.9,1.83,1.97
Fram,Valur,Islândia - Campeonato Islandês,"Seg, 22 Julho 2024",16:15,67%,65%,V D V D D,V D D E V,D V D E E,V D V E V,V E V E V,D V V V V,1.36,1.43,1.29,2,2.14,1.86,36%,43%,29%,2.86,2.43,3.29,1.43,1.14,1.71,1.43,1.29,1.57,71%,57%,86%,21%,29%,14%,7%,14%,0%,50%,71%,29%,1.63,1.62,1.63,1.6,1.61,1.59,57%,57%,57%,3.86,3.71,4,2.57,2.71,2.43,1.29,1.57,1.57,71%,71%,71%,21%,29%,14%,14%,0%,29%,64%,71%,57%,2.1,1.92,2.27,1.57,1.53,1.61
Metta,Tukums,Letônia - Campeonato Letão,"Seg, 22 Julho 2024",12:00,46%,57%,V D V D D,V D E E V,D V D D D,D D E V D,D V D D D,D E D D E,1,1.09,0.91,1,1.27,0.73,27%,27%,27%,2.91,2.91,2.91,0.95,1.18,0.73,1.95,1.73,2.18,36%,55%,18%,18%,18%,18%,50%,27%,73%,32%,55%,9%,1.07,1.09,1.06,1.78,1.85,1.72,27%,36%,18%,2.91,2.36,3.45,1,1.09,0.91,1.91,2.55,2.55,59%,64%,55%,23%,27%,18%,32%,27%,36%,23%,36%,9%,1.27,1.33,1.21,1.8,1.99,1.61
Tigres,Puebla,México - Campeonato Mexicano Feminino,"Seg, 22 Julho 2024",22:00,25%,33%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,4,0,4,3,0,3,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.54,0,1.54,0.11,0,1.11,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,-0.39,0.61,0,1.23,2.23,0
CA,Herrera,Panamá - Campeonato do Panamá,"Seg, 22 Julho 2024",22:30,54%,44%,D V V E V,V V V D D,D E D V D,D D V D V,D V D V E,D V V V E,1.41,1.88,1,1.47,1.2,1.86,41%,63%,22%,2.65,2.75,2.56,1.47,1.88,1.11,1.18,0.88,1.44,59%,50%,67%,18%,25%,11%,29%,25%,33%,53%,63%,44%,1.57,1.6,1.54,1.19,1.2,1.18,41%,30%,57%,3.18,3.3,3,1.71,1.7,1.71,1.47,1.29,1.29,76%,80%,71%,12%,10%,14%,12%,10%,14%,35%,30%,43%,1.47,1.52,1.4,1.51,1.69,1.25
Rubio,Atlético,Paraguai - 2ª Divisão do Paraguai,"Seg, 22 Julho 2024",18:00,52%,43%,E V V E E,V E V E D,E V E V D,V V E E V,V V V D V,E E E V V,1.31,1.5,1.13,1.88,2.25,1.5,31%,38%,25%,2.75,2.63,2.88,1.31,1.25,1.38,1.44,1.38,1.5,63%,63%,63%,25%,25%,25%,25%,25%,25%,38%,25%,50%,1.3,1.16,1.39,1.28,0.95,1.48,56%,75%,38%,2.25,2.5,2,1.38,1.38,1.38,0.88,0.63,0.63,44%,50%,38%,31%,25%,38%,25%,25%,25%,56%,63%,50%,1.53,1.42,1.62,1.31,1.18,1.42
Independiente,Pastoreo,Paraguai - 2ª Divisão do Paraguai,"Seg, 22 Julho 2024",20:30,52%,43%,D D V E E,V E V V V,D D E V E,D D D D D,D D D E V,D D E D D,1.38,2.13,0.63,0.75,1.25,0.25,38%,63%,13%,2.19,2.25,2.13,1.13,1.5,0.75,1.06,0.75,1.38,56%,50%,63%,25%,38%,13%,25%,13%,38%,69%,88%,50%,1.57,1.51,1.63,1.27,1.29,1.24,19%,38%,0%,2.56,2.13,3,0.88,0.88,0.88,1.69,2.13,2.13,56%,50%,63%,13%,25%,0%,31%,25%,38%,19%,25%,13%,1.25,1.3,1.2,1.39,1.45,1.34
Comerciantes,Academia,Peru - 2ª Divisão do Peru,"Seg, 22 Julho 2024",17:00,42%,56%,V V E V E,V V E V V,V E E V V,D V D D E,D D E D D,V D D V E,2,2.14,1.88,1.33,1.25,1.43,53%,57%,50%,2.47,3.14,1.88,1.6,2.14,1.13,0.87,1,0.75,60%,71%,50%,33%,29%,38%,13%,0%,25%,67%,86%,50%,1.18,1.23,1.13,1.03,0.53,1.52,40%,38%,43%,2.27,2.25,2.29,1.07,1,1.14,1.2,1.14,1.14,47%,63%,29%,33%,25%,43%,20%,13%,29%,53%,50%,57%,1.29,1.35,1.22,1.52,1.42,1.63
Deportivo,Ayacucho,Peru - 2ª Divisão do Peru,"Seg, 22 Julho 2024",17:00,42%,56%,E E E E E,E E E V E,E E V D E,D D E V V,D E V D V,D V D D V,1.43,1.86,1,1.53,1.38,1.71,29%,43%,14%,2.21,2,2.43,1.14,1.29,1,1.07,0.71,1.43,57%,57%,57%,29%,43%,14%,29%,29%,29%,57%,57%,57%,1.3,1.39,1.19,1.43,1.24,1.65,47%,38%,57%,2.13,1.38,3,1.2,0.75,1.71,0.93,1.29,1.29,40%,13%,71%,40%,50%,29%,27%,50%,0%,53%,50%,57%,1.4,1.5,1.28,0.92,0.72,1.16
Santos,Deportivo,Peru - 2ª Divisão do Peru,"Seg, 22 Julho 2024",17:00,42%,56%,V E D V D,E V V E D,V D D V D,D V V V D,V V V V V,D V D D D,1.4,1.57,1.25,1.57,2.57,0.57,40%,43%,38%,2,2.14,1.88,1,1.14,0.88,1,1,1,27%,29%,25%,40%,43%,38%,40%,29%,50%,53%,57%,50%,1.51,1.77,1.36,1.24,1.39,1.15,50%,86%,14%,2.5,2.86,2.14,1.43,2.43,0.43,1.07,1.71,1.71,21%,14%,29%,57%,86%,29%,29%,0%,57%,50%,86%,14%,1.61,2.11,1.1,1.31,0.99,1.64
Stal,Widzew,Polônia - Campeonato Polonês,"Seg, 22 Julho 2024",14:00,40%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
