home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Stal,Arka,Polônia - 2ª Divisão da Polônia,"Seg, 22 Julho 2024",14:00,20%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Vysočina,Zbrojovka,República Tcheca - 2ª Divisão da República Tcheca,"Seg, 22 Julho 2024",12:30,40%,60%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
SCM,Sepsi,Romênia - Campeonato Romeno,"Seg, 22 Julho 2024",13:00,57%,42%,E,,E,V,V,,1,0,1,3,3,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,-0.29,0,0.71,-0.05,0,0.95,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.79,1.79,0,0.82,1.82,0
Oţelul,SSC,Romênia - Campeonato Romeno,"Seg, 22 Julho 2024",16:00,57%,42%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,5,0,5,3,0,3,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.69,0,1.69,0.6,0,1.6,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,1.03,2.03,0,-0.03,0.97,0
Olimpiyets,Rubin,Rússia - Campeonato Russo,"Seg, 22 Julho 2024",14:00,50%,75%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Rotor,Torpedo,Rússia - 2ª Divisão da Rússia,"Seg, 22 Julho 2024",12:00,23%,31%,V,,V,V,V,,3,0,3,3,3,0,100%,0%,100%,1,0,1,1,0,1,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,-0.11,0,0.89,0.4,0,1.4,100%,100%,0%,4,4,0,4,4,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.16,1.16,0,-0.02,0.98,0
GAIS,AIK,Suécia - Campeonato Sueco,"Seg, 22 Julho 2024",14:00,53%,64%,D E D V V,E V V V V,D D D D V,V D D V D,D V D V V,V D D D D,1.57,2.29,0.86,1.43,2.14,0.71,50%,71%,29%,2.64,2.57,2.71,1.21,1.57,0.86,1.43,1,1.86,43%,43%,43%,21%,43%,0%,43%,29%,57%,50%,71%,29%,1.54,1.52,1.57,1.45,1.52,1.38,43%,71%,14%,4,3.86,4.14,1.86,2.57,1.14,2.14,3,3,71%,57%,86%,21%,43%,0%,7%,0%,14%,43%,57%,29%,1.54,1.69,1.38,1.41,1.31,1.51
Varberg,Landskrona,Suécia - 2ª Divisão da Suécia,"Seg, 22 Julho 2024",14:00,54%,47%,D V V E E,V E V D D,D V E D E,V V V V V,V V V E V,V V D V V,1.07,1.43,0.71,2.36,2.71,2,29%,43%,14%,2.79,3.43,2.14,1.21,1.71,0.71,1.57,1.71,1.43,64%,71%,57%,14%,14%,14%,21%,14%,29%,36%,43%,29%,1.33,1.16,1.53,1.54,1.32,1.8,71%,86%,57%,2.93,3.43,2.43,2,2.43,1.57,0.93,0.86,0.86,57%,43%,71%,43%,57%,29%,14%,14%,14%,79%,86%,71%,1.54,1.56,1.51,1.24,1.04,1.44
Colón,Uruguay,Uruguay - 2ª Divisão do Uruguai,"Seg, 22 Julho 2024",17:30,42%,30%,D V E D V,V V D E E,D E D V E,E D E V V,E E V V V,D V V V D,1.29,1.5,1.11,1.53,1.56,1.5,29%,38%,22%,2.12,2.25,2,1.06,1.13,1,1.06,1.13,1,53%,63%,44%,29%,13%,44%,29%,25%,33%,35%,50%,22%,1.19,0.98,1.39,1.19,1.01,1.37,47%,44%,50%,2.06,1.89,2.25,1.18,1.11,1.25,0.88,1,1,41%,44%,38%,41%,44%,38%,24%,22%,25%,53%,56%,50%,1.19,1.28,1.08,1.18,1.22,1.12
Torque,CSyD,Uruguay - 2ª Divisão do Uruguai,"Seg, 22 Julho 2024",20:00,42%,30%,E D V D V,D D E V V,E V V D E,D D E V D,D E D V V,D V E D E,1.94,1.89,2,1.06,1.33,0.75,56%,56%,56%,1.89,2.11,1.67,1.33,1.44,1.22,0.56,0.67,0.44,33%,33%,33%,50%,44%,56%,28%,33%,22%,67%,67%,67%,1.27,1.23,1.33,0.9,0.87,0.96,24%,33%,13%,2.12,2.22,2,0.94,1.11,0.75,1.18,1.25,1.25,47%,33%,63%,24%,33%,13%,41%,44%,38%,18%,33%,0%,1.25,1.25,1.26,1.46,1.37,1.57
Academia,Portuguesa,Venezuela - Campeonato Venezuelano,"Seg, 22 Julho 2024",20:00,54%,45%,D D V E D,V D E D E,D D E E E,D V D V E,D V E E V,D V D V V,1.3,1.67,1,1.45,1.3,1.6,30%,44%,18%,2.05,3,1.27,1.05,1.67,0.55,1,1.33,0.73,50%,67%,36%,35%,22%,45%,30%,11%,45%,60%,78%,45%,1.42,1.48,1.37,1.31,1.36,1.27,40%,30%,50%,2.6,2.7,2.5,1.4,1.4,1.4,1.2,1.1,1.1,60%,80%,40%,25%,10%,40%,25%,20%,30%,40%,40%,40%,1.28,1.34,1.23,1.42,1.33,1.52
