home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Corinthians,Grêmio,Brasil - Brasileirão Série A,"Qui, 25 Julho 2024",20:00,54%,47%,V V D D V,V V E E D,V D D D E,V D D D E,V D E V D,D D E D D,1,1.63,0.5,0.88,1.44,0.14,22%,38%,10%,2.11,2.25,2,0.83,1.38,0.4,1.28,0.88,1.6,33%,50%,20%,22%,38%,10%,56%,38%,70%,22%,25%,20%,1.45,1.72,1.24,1.47,1.21,1.68,25%,44%,0%,2,2,2,0.75,1,0.43,1.25,1.57,1.57,31%,22%,43%,25%,44%,0%,44%,33%,57%,31%,56%,0%,1.33,1.43,1.21,1.33,1.17,1.53
Wisła,Rapid,Europa -  Europa,"Qui, 25 Julho 2024",13:00,50%,67%,V V,V,V,,,,3,3,3,0,0,0,100%,100%,100%,2.5,2,3,2,2,2,0.5,0,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.91,2.11,1.7,1.36,0.94,1.77,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Ružomberok,Trabzonspor,Europa -  Europa,"Qui, 25 Julho 2024",13:30,50%,67%,D V,V,D,,,,1.5,3,0,0,0,0,50%,100%,0%,4,7,1,2.5,5,0,1.5,2,1,50%,100%,0%,0%,0%,0%,50%,0%,100%,0%,0%,0%,1.34,1.69,0.98,2.16,1.95,2.36,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Corvinul,Rijeka,Europa -  Europa,"Qui, 25 Julho 2024",14:00,50%,67%,D V,D,V,,,,1.5,0,3,0,0,0,50%,0%,100%,3,2,4,2,0,4,1,2,0,0%,0%,0%,50%,0%,100%,50%,100%,0%,50%,0%,100%,1.59,1.26,1.91,1.95,2.16,1.72,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Molde,Silkeborg,Europa -  Europa,"Qui, 25 Julho 2024",14:00,50%,67%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Sheriff,Elfsborg,Europa -  Europa,"Qui, 25 Julho 2024",14:00,50%,67%,V D,D,V,V V,V,V,1.5,0,3,3,3,3,50%,0%,100%,2,1,3,1,0,2,1,1,1,50%,0%,100%,0%,0%,0%,50%,100%,0%,0%,0%,0%,1.64,1.21,2.06,0.9,0.56,1.23,100%,100%,100%,5,3,7,4,3,5,1,2,2,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,2.07,1.71,2.42,1.1,0.9,1.3
Panathinaikos,Botev,Europa -  Europa,"Qui, 25 Julho 2024",15:00,50%,67%,,,,E V,V,E,0,0,0,2,3,1,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,50%,100%,0%,3.5,3,4,2,2,2,1.5,2,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,1.64,1.92,1.35,2,1.92,2.08
Ajax,Vojvodina,Europa -  Europa,"Qui, 25 Julho 2024",15:30,50%,67%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Kilmarnock,Cercle,Europa -  Europa,"Qui, 25 Julho 2024",15:30,50%,67%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Braga,Maccabi,Europa -  Europa,"Qui, 25 Julho 2024",16:30,50%,67%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Cuiabá,Palestino,América do Sul - Sul-Americana,"Qui, 25 Julho 2024",19:00,39%,42%,E V E V E,E V E,E V E V,E,E,,1.86,1.67,2,1,1,0,43%,33%,50%,2,2.33,1.75,1.43,1.67,1.25,0.57,0.67,0.5,57%,67%,50%,43%,33%,50%,0%,0%,0%,71%,67%,75%,1.25,1.71,0.91,1.09,0.83,1.29,0%,0%,0%,2,2,0,1,1,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.08,1.08,0,-0.4,0.6,0
Athletico-PR,Cerro,América do Sul - Sul-Americana,"Qui, 25 Julho 2024",21:30,39%,42%,E D D V V,D D V,E V V V,E,E,,1.86,1,2.5,1,1,0,57%,33%,75%,3.43,3.33,3.5,2.57,2.33,2.75,0.86,1,0.75,57%,33%,75%,29%,33%,25%,14%,33%,0%,57%,33%,75%,1.95,2.34,1.66,0.93,0.83,1.01,0%,0%,0%,2,2,0,1,1,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,-0.1,0.9,0,0.42,1.42,0
Always,LDU,América do Sul - Sul-Americana,"Qui, 25 Julho 2024",21:30,39%,42%,D D E V V,V V V,D D E E,V,V,,1.57,3,0.5,3,3,0,43%,100%,0%,2.86,2.33,3.25,1.43,2.33,0.75,1.43,0,2.5,29%,0%,50%,43%,100%,0%,29%,0%,50%,43%,100%,0%,1.79,2.53,1.24,1.19,0.65,1.6,100%,100%,0%,3,3,0,3,3,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.36,1.36,0,-0.36,0.64,0
Platense,Vélez,Argentina - Campeonato Argentino,"Qui, 25 Julho 2024",18:45,44%,33%,V D V E E,V E V D E,V D E D V,V D E E V,V E V E V,D E D E E,1.33,2,1,1.33,2.33,0.33,33%,50%,25%,1.67,0.5,2.25,0.83,0.5,1,0.83,0,1.25,33%,0%,50%,50%,100%,25%,33%,50%,25%,50%,50%,50%,1.15,1.55,0.95,1.48,1.05,1.69,33%,67%,0%,2.17,2,2.33,1.17,1.67,0.67,1,1.67,1.67,50%,33%,67%,33%,67%,0%,17%,0%,33%,50%,67%,33%,1.23,1.28,1.18,1.12,1.19,1.05
Lanús,Belgrano,Argentina - Campeonato Argentino,"Qui, 25 Julho 2024",18:45,44%,33%,E V E V E,V V D D E,E E E D V,V E V V D,V V V E D,E D V V E,1.5,2,1,1.83,2.5,0.5,33%,67%,0%,2.5,2.33,2.67,1.33,1.33,1.33,1.17,1,1.33,67%,33%,100%,17%,33%,0%,17%,33%,0%,83%,67%,100%,1.5,1.62,1.37,1.62,1.24,2,50%,75%,0%,3.33,3.75,2.5,1.67,2.25,0.5,1.67,2,2,67%,75%,50%,17%,25%,0%,17%,0%,50%,50%,75%,0%,1.23,1.31,1.07,1.62,1.41,2.04
Atlético,Instituto,Argentina - Campeonato Argentino,"Qui, 25 Julho 2024",21:00,44%,33%,E E E E D,E E V V E,E E D D E,V V V D E,V V E D D,V D V D D,1.17,1.67,0.67,2.17,2.33,2,17%,33%,0%,1.83,1.67,2,0.83,1,0.67,1,0.67,1.33,67%,67%,67%,17%,33%,0%,17%,0%,33%,50%,67%,33%,1.55,1.75,1.34,1.38,1.24,1.52,67%,67%,67%,2.5,3,2,1.67,2,1.33,0.83,0.67,0.67,67%,100%,33%,17%,0%,33%,17%,0%,33%,50%,33%,67%,1.17,1.06,1.27,1.3,1.17,1.42
Tigre,Central,Argentina - Campeonato Argentino,"Qui, 25 Julho 2024",21:00,44%,33%,V E D D E,E D D D D,V D E D D,D D D D D,D D D E D,D D D D E,0.83,0.33,1.33,0,0,0,17%,0%,33%,2.5,2.33,2.67,0.83,0.33,1.33,1.67,2,1.33,50%,33%,67%,17%,0%,33%,33%,67%,0%,50%,33%,67%,1.17,1.32,1.02,1.53,1.49,1.58,0%,0%,0%,3.83,4.67,3,1,1.33,0.67,2.83,2.33,2.33,67%,67%,67%,0%,0%,0%,33%,33%,33%,33%,33%,33%,1,1.12,0.88,1.69,1.42,1.95
Goiás,CRB,Brasil - Brasileirão Série B,"Qui, 25 Julho 2024",21:30,44%,34%,V D D V D,D V E V V,V D D D D,V V V D E,V V V E V,D E D D D,1.5,2.29,0.89,1.47,2.5,0.29,44%,71%,22%,2.44,2.86,2.11,1.44,2.29,0.78,1,0.57,1.33,38%,43%,33%,31%,57%,11%,31%,0%,56%,44%,71%,22%,1.33,1.69,1.06,1.44,1.2,1.62,40%,75%,0%,2.47,1.88,3.14,1.33,1.5,1.14,1.13,2,2,60%,38%,86%,33%,63%,0%,13%,13%,14%,47%,63%,29%,1.36,1.52,1.17,1.29,1.03,1.59
Ceará,Botafogo-SP,Brasil - Brasileirão Série B,"Qui, 25 Julho 2024",21:30,44%,34%,V D D V D,D V E V V,V D D D D,E D D D E,E D E V V,D D V V D,1.38,1.88,0.88,1.13,1.22,1,38%,50%,25%,2.63,2.5,2.75,1.38,1.5,1.25,1.25,1,1.5,56%,63%,50%,31%,25%,38%,25%,25%,25%,31%,38%,25%,1.62,1.76,1.48,1.23,1.04,1.42,25%,22%,29%,2.19,1.44,3.14,0.88,0.78,1,1.31,2.14,2.14,44%,33%,57%,31%,44%,14%,38%,44%,29%,44%,44%,43%,1.35,1.41,1.28,1.25,1.12,1.42
Juventus,Atlético,Brasil - Campeonato Catarinense 2ª Divisão,"Qui, 25 Julho 2024",15:30,49%,33%,E V V D D,V V D E V,E D D E,V E V V V,E V E E,V V V D D,1.33,2,0.5,1.67,1.5,1.8,33%,60%,0%,2.56,3,2,1.22,1.6,0.75,1.33,1.4,1.25,67%,60%,75%,11%,20%,0%,33%,40%,25%,11%,20%,0%,1.71,1.8,1.49,1.61,1.46,1.98,44%,25%,60%,2.33,1.75,2.8,1.56,1,2,0.78,0.8,0.8,44%,50%,40%,33%,50%,20%,33%,25%,40%,56%,75%,40%,1.77,1.77,1.77,1.21,1.27,1.13
Camboriú,Carlos,Brasil - Campeonato Catarinense 2ª Divisão,"Qui, 25 Julho 2024",20:00,49%,33%,V D E D D,V E D V V,D D E D,E V V D E,V V E V,E D V E E,1.22,2,0.25,1.78,2.5,1.2,33%,60%,0%,1.67,1.6,1.75,0.67,1,0.25,1,0.6,1.5,33%,40%,25%,33%,40%,25%,44%,20%,75%,44%,60%,25%,1.36,1.38,1.33,1.23,1.15,1.36,44%,75%,20%,1.78,1.75,1.8,1.11,1.5,0.8,0.67,1,1,33%,25%,40%,56%,75%,40%,33%,25%,40%,67%,75%,60%,1.2,1,1.4,1.54,1.63,1.45
América,Envigado,Colômbia - Campeonato Colombiano,"Qui, 25 Julho 2024",18:00,41%,37%,D V E D E,E V V V D,D V E D E,D V D D D,D V D D E,D E D D D,1.33,1.89,0.92,0.9,1.08,0.67,33%,56%,17%,2.1,2.22,2,1.19,1.56,0.92,0.9,0.67,1.08,48%,33%,58%,29%,44%,17%,43%,44%,42%,43%,56%,33%,1.45,1.66,1.3,1.24,1.21,1.25,19%,25%,11%,2.1,2,2.22,0.81,0.92,0.67,1.29,1.56,1.56,52%,50%,56%,19%,17%,22%,33%,33%,33%,38%,33%,44%,1.25,1.36,1.11,1.51,1.47,1.55
