home,away,liga,data,hora,btts_liga,over_2.5_liga,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Argentino Quilmes,Deportivo Armenio,Argentina - Prim B Metro,"Ter, 06 Agosto 2024",15:00,42%,34%,V V D E E,V D E E V,V E E V E,E V V E V,E V V D V,V E E V E,1.82,1.93,1.71,1.82,2.07,1.57,46%,50%,43%,1.79,1.79,1.79,1.21,1.29,1.14,0.57,0.5,0.64,43%,43%,43%,50%,50%,50%,25%,21%,29%,57%,71%,43%,1.41,1.6,1.23,1.21,1.04,1.37,50%,64%,36%,2.32,2.07,2.57,1.46,1.43,1.5,0.86,1.07,1.07,57%,36%,79%,29%,43%,14%,25%,36%,14%,57%,64%,50%,1.44,1.56,1.31,1.18,1.24,1.13
Excursionistas,Colegiales,Argentina - Prim B Metro,"Ter, 06 Agosto 2024",19:05,42%,35%,E V E E E,V E E D E,E E E V D,E V V V E,E V V V V,V V E V V,1.57,1.71,1.43,2.18,2.21,2.14,39%,43%,36%,2.57,2.43,2.71,1.5,1.43,1.57,1.07,1,1.14,64%,71%,57%,29%,29%,29%,18%,14%,21%,46%,64%,29%,1.42,1.58,1.26,1.19,1.05,1.33,64%,64%,64%,1.93,1.86,2,1.43,1.36,1.5,0.5,0.5,0.5,32%,43%,21%,61%,57%,64%,21%,14%,29%,64%,64%,64%,1.37,1.35,1.4,1.11,0.97,1.24
Argentinos Juniors Res.,Rosario Central Res.,Argentina -  de Reservas,"Ter, 06 Agosto 2024",15:00,44%,38%,D V D E E,V E V D V,D D E E V,V V D E V,V V D V D,V D E E V,1.29,1.38,1.22,1.82,1.63,2,29%,38%,22%,1.59,1.88,1.33,0.76,0.88,0.67,0.82,1,0.67,35%,25%,44%,41%,38%,44%,41%,50%,33%,53%,50%,56%,1.27,1.4,1.17,1.19,1.1,1.26,53%,50%,56%,2.59,3,2.22,1.82,2.13,1.56,0.76,0.67,0.67,41%,25%,56%,41%,50%,33%,35%,38%,33%,53%,50%,56%,1.58,1.67,1.5,1.38,1.25,1.51
Newell's Old Boys Reserves,Platense Res.,Argentina -  de Reservas,"Ter, 06 Agosto 2024",15:00,44%,38%,V V D E V,V E D V D,V D E V E,D E D D E,D D E V D,E D V D D,1.63,1.63,1.64,0.56,0.63,0.5,47%,50%,45%,2.37,2.75,2.09,1.21,1.5,1,1.16,1.25,1.09,37%,38%,36%,37%,38%,36%,32%,25%,36%,47%,63%,36%,1.72,1.78,1.68,1.55,1.5,1.58,13%,13%,13%,2.63,2.38,2.88,0.75,0.63,0.88,1.88,2,2,56%,50%,63%,13%,13%,13%,38%,50%,25%,19%,25%,13%,1.15,1.28,1.03,1.52,1.68,1.35
San Lorenzo Res.,Barracas Central Res.,Argentina -  de Reservas,"Ter, 06 Agosto 2024",15:00,44%,38%,D V E E D,V E V E D,D E D E E,V D E D E,V E E D V,D D E D E,1.18,1.5,0.89,0.75,1.13,0.38,24%,38%,11%,2.06,1.75,2.33,1,1,1,1.06,0.75,1.33,59%,50%,67%,18%,25%,11%,24%,25%,22%,47%,50%,44%,1.36,1.47,1.26,1.37,1.31,1.44,13%,25%,0%,2.56,2,3.13,0.56,0.63,0.5,2,2.63,2.63,44%,38%,50%,13%,25%,0%,44%,38%,50%,19%,38%,0%,1.28,1.46,1.09,1.84,1.74,1.94
Atlético Tucumán Res.,Gimnasia Esgrima Res.,Argentina -  de Reservas,"Ter, 06 Agosto 2024",18:00,44%,38%,D D V E D,D V D E E,D E D V D,V D E D E,V D E D E,D E E D D,0.81,0.75,0.88,0.88,0.75,1,19%,13%,25%,2,2.13,1.88,0.56,0.75,0.38,1.44,1.38,1.5,31%,50%,13%,31%,25%,38%,50%,38%,63%,25%,25%,25%,1.21,1.04,1.35,1.31,1.16,1.43,19%,13%,25%,2.69,2,3.38,0.88,0.75,1,1.81,2.38,2.38,56%,63%,50%,25%,25%,25%,31%,25%,38%,44%,50%,38%,1.42,1.6,1.21,1.65,1.36,1.98
Sepahan,Shabab Al Ahli Dubai,Ásia -  dos Campeões Asiática,"Ter, 06 Agosto 2024",13:15,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Sepahan,Shabab Al Ahli Dubai,Ásia -  dos Campeões Asiática,"Ter, 06 Agosto 2024",13:15,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
New Lambton,Hamilton Olympic,Austrália - Northern NSW NPL,"Ter, 06 Agosto 2024",07:00,54%,69%,E D D V D,V D E D V,E D D V V,D D E V V,D D E V D,V V V D V,0.79,0.78,0.8,1.58,1.2,2,21%,22%,20%,2.63,2.22,3,0.84,0.78,0.9,1.79,1.44,2.1,58%,56%,60%,5%,0%,10%,37%,44%,30%,42%,33%,50%,1.16,1.12,1.19,2.04,1.99,2.09,47%,30%,67%,2.63,2.5,2.78,1.26,1.1,1.44,1.37,1.33,1.33,58%,70%,44%,16%,10%,22%,32%,30%,33%,53%,40%,67%,1.82,1.59,2.06,1.68,1.65,1.73
San Antonio Bulo Bulo,Always Ready,Bolívia - Campeonato Boliviano,"Ter, 06 Agosto 2024",16:00,56%,53%,V E V D D,E D D V E,V V D D V,E D E E D,E D E V V,E D V D D,1.59,1.91,1.27,1.13,1.44,0.71,45%,55%,36%,2.86,3.18,2.55,1.64,2.09,1.18,1.23,1.09,1.36,55%,64%,45%,23%,27%,18%,27%,18%,36%,64%,73%,55%,1.67,1.93,1.43,1.51,1.4,1.62,25%,33%,14%,1.75,1.67,1.86,0.81,0.89,0.71,0.94,1.14,1.14,50%,56%,43%,31%,33%,29%,31%,22%,43%,38%,44%,29%,1.65,1.87,1.35,1.04,0.76,1.41
Ceará,Guarani,Brasil - Brasileirão Série B,"Ter, 06 Agosto 2024",21:00,45%,33%,E V V D D,V D V E V,E V D D D,V E D E D,V D D E E,E E D D D,1.44,2,0.89,0.61,0.9,0.25,39%,56%,22%,2.83,2.78,2.89,1.56,1.78,1.33,1.28,1,1.56,61%,67%,56%,28%,22%,33%,22%,22%,22%,39%,44%,33%,1.62,1.78,1.46,1.21,1.01,1.41,11%,20%,0%,2.39,2.2,2.63,0.83,1,0.63,1.56,2,2,44%,40%,50%,17%,30%,0%,44%,40%,50%,33%,50%,13%,1.51,1.84,1.1,1.26,1.13,1.44
Vasco,Atlético-GO,Brasil - Copa do Brasil,"Ter, 06 Agosto 2024",21:45,41%,40%,E E E E V,E E,E E V,E V V V V,E V,V V V,1.4,1,1.67,2.6,2,3,20%,0%,33%,3.6,6,2,2,3,1.33,1.6,3,0.67,80%,100%,67%,20%,0%,33%,20%,0%,33%,40%,50%,33%,1.23,1.4,1.12,1.93,1.84,1.99,80%,50%,100%,3.4,4,3,2.4,2.5,2.33,1,0.67,0.67,80%,100%,67%,20%,0%,33%,0%,0%,0%,80%,100%,67%,2.22,2.65,1.94,1.04,1.04,1.04
FK Minyor Pernik,Marek,Bulgária - 2ª Divisão da Bulgária,"Ter, 06 Agosto 2024",12:00,43%,43%,E D,D,E,E E,E,E,0.5,0,1,1,1,1,0%,0%,0%,2.5,3,2,1,1,1,1.5,2,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.08,1.12,1.03,1.65,0.94,2.34,0%,0%,0%,1,2,0,0.5,1,0,0.5,0,0,50%,100%,0%,50%,0%,100%,50%,0%,100%,0%,0%,0%,1.15,1.66,0.64,1.04,0.82,1.25
Montana,CSKA 1948 Sofia II,Bulgária - 2ª Divisão da Bulgária,"Ter, 06 Agosto 2024",14:00,43%,43%,V E,E,V,D D,D,D,2,1,3,0,0,0,50%,0%,100%,1.5,0,3,1.5,0,3,0,0,0,0%,0%,0%,100%,100%,100%,50%,100%,0%,50%,0%,100%,1.21,1.25,1.16,1.03,0.64,1.42,0%,0%,0%,3,3,3,1,1,1,2,2,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.01,0.93,1.08,1.33,1.46,1.19
Deportivo Pereira,Boyacá Chicó,Colômbia - Campeonato Colombiano,"Ter, 06 Agosto 2024",22:00,41%,36%,D E V D E,E E E V D,D V D V D,D D D D D,D D D V V,D D D V D,1.64,1.5,1.79,0.82,1.27,0.36,46%,36%,57%,2.36,2.29,2.43,1.32,1.29,1.36,1.04,1,1.07,50%,50%,50%,36%,43%,29%,21%,21%,21%,50%,36%,64%,1.11,1.21,1.01,1.26,1.17,1.34,23%,36%,9%,2.82,2.45,3.18,1.05,1.27,0.82,1.77,2.36,2.36,59%,64%,55%,14%,27%,0%,27%,9%,45%,32%,45%,18%,1.27,1.37,1.17,1.25,1.01,1.51
Unión Magdalena,Orsomarso,Colômbia - 2ª Divisão da Colômbia,"Ter, 06 Agosto 2024",20:30,44%,44%,E V D V E,V V E V E,E D V E E,V D E E D,V E V V E,D E D V V,1.75,1.67,1.83,1.65,1.69,1.62,46%,42%,50%,2.58,2.75,2.42,1.54,1.58,1.5,1.04,1.17,0.92,63%,58%,67%,33%,42%,25%,17%,17%,17%,50%,50%,50%,1.5,1.53,1.47,1.29,1.01,1.57,46%,46%,46%,2.31,2.85,1.77,1.31,1.69,0.92,1,0.85,0.85,46%,62%,31%,35%,31%,38%,27%,23%,31%,50%,46%,54%,1.32,1.52,1.13,1.55,1.34,1.76
Celtic II,Gala Fairydean Rovers,Escócia - Highland / Lowland Football Leagues,"Ter, 06 Agosto 2024",15:45,49%,66%,V V,V,V,D D,D,D,3,3,3,0,0,0,100%,100%,100%,3,1,5,3,1,5,0,0,0,0%,0%,0%,100%,100%,100%,0%,0%,0%,100%,100%,100%,,,,,,,0%,0%,0%,6,6,6,0.5,1,0,5.5,6,6,50%,100%,0%,0%,0%,0%,50%,0%,100%,0%,0%,0%,,,,,,
Tranent Juniors,Bo'ness United,Escócia - Highland / Lowland Football Leagues,"Ter, 06 Agosto 2024",15:45,49%,66%,D E,D,E,E D,D,E,0.5,0,1,0.5,0,1,0%,0%,0%,4.5,5,4,2,2,2,2.5,3,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,-0.09,0,0.91,0.53,0,1.53,0%,0%,0%,3.5,5,2,1.5,2,1,2,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,0%,100%,,,,,,
Linlithgow Rose,Hearts U21,Escócia - Highland / Lowland Football Leagues,"Ter, 06 Agosto 2024",15:45,49%,66%,V D,V,D,V V,V,V,1.5,3,0,3,3,3,50%,100%,0%,4.5,8,1,3,6,0,1.5,2,1,50%,100%,0%,0%,0%,0%,50%,0%,100%,50%,100%,0%,,,,,,,100%,100%,100%,5.5,5,6,4.5,4,5,1,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,0%,100%,-0.09,0.91,0,-0.05,0.95,0
