home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
NWS Spirit,Sydney Olympic,Austrália - New South Wales NPL,"Sáb, 27 Julho 2024",04:30,59%,67%,D V D D D,D D V V D,D V D V D,V E D V V,V E D V E,V V V D D,1.08,1.42,0.77,1.44,1.5,1.38,32%,42%,23%,3.04,2.33,3.69,1.2,1.08,1.31,1.84,1.25,2.38,64%,58%,69%,24%,33%,15%,20%,17%,23%,36%,50%,23%,1.62,1.6,1.63,1.82,1.74,1.9,44%,42%,46%,3.12,3.5,2.77,1.76,2,1.54,1.36,1.23,1.23,64%,83%,46%,20%,8%,31%,16%,8%,23%,44%,33%,54%,1.79,1.9,1.69,1.59,1.6,1.58
Hills Brumbies,St. George Saints,Austrália - New South Wales NPL,"Sáb, 27 Julho 2024",06:00,59%,67%,V D V D D,V D D D V,V D D D D,D D E D E,D E D D E,D D E D D,0.96,1.38,0.5,0.92,1.31,0.5,32%,46%,17%,3.4,3.15,3.67,1.2,1.54,0.83,2.2,1.62,2.83,48%,54%,42%,12%,15%,8%,40%,31%,50%,44%,54%,33%,1.33,1.35,1.3,1.95,1.95,1.95,20%,31%,8%,3.2,3,3.42,1.12,1.38,0.83,2.08,2.58,2.58,56%,69%,42%,12%,15%,8%,40%,23%,58%,40%,46%,33%,1.41,1.52,1.29,1.97,1.76,2.2
Marconi Stallions,Sydney United,Austrália - New South Wales NPL,"Sáb, 27 Julho 2024",06:00,59%,67%,V D V V E,D E V D V,V V V V D,V D D V E,V D E V D,D V V D D,2,2.08,1.92,1.72,1.83,1.62,64%,67%,62%,3.6,3.92,3.31,2.36,2.75,2,1.24,1.17,1.31,56%,50%,62%,32%,42%,23%,12%,8%,15%,80%,92%,69%,1.66,1.83,1.5,1.55,1.34,1.74,52%,58%,46%,3.08,2.42,3.69,1.64,1.5,1.77,1.44,1.92,1.92,52%,33%,69%,32%,50%,15%,20%,25%,15%,60%,50%,69%,1.39,1.5,1.29,1.59,1.4,1.77
Clarence Zebras,Devonport City,Austrália - Tasmania NPL,"Sáb, 27 Julho 2024",01:30,67%,82%,D D E V D,D E D D D,D V D V D,D D E V V,D V V E E,D E V V E,0.71,0.57,0.86,1.86,1.71,2,21%,14%,29%,4.21,4,4.43,1.64,1.57,1.71,2.57,2.43,2.71,79%,71%,86%,0%,0%,0%,21%,29%,14%,21%,29%,14%,1.09,0.96,1.22,1.79,1.7,1.87,50%,43%,57%,3.71,2.43,5,2.5,1.71,3.29,1.21,1.71,1.71,57%,57%,57%,36%,43%,29%,21%,14%,29%,64%,71%,57%,2.13,2.6,1.31,1.19,1.17,1.23
Launceston United,Glenorchy Knights,Austrália - Tasmania NPL,"Sáb, 27 Julho 2024",03:30,67%,82%,D D D D D,D D D D D,D D D D D,V V V D V,V V V V E,V D E E V,0,0,0,2.21,2.67,1.88,0%,0%,0%,5.86,6.38,5.17,0.64,0.88,0.33,5.21,5.5,4.83,43%,50%,33%,0%,0%,0%,57%,50%,67%,29%,25%,33%,0.93,1.25,0.68,2.78,2.84,2.72,64%,83%,50%,5.21,6,4.63,4.07,5,3.38,1.14,1.25,1.25,71%,67%,75%,29%,33%,25%,0%,0%,0%,79%,83%,75%,2.41,2.66,2.22,1.26,1.22,1.28
Kingborough Lions,South Hobart,Austrália - Tasmania NPL,"Sáb, 27 Julho 2024",05:30,67%,82%,V V D V V,D V V E V,V V V D E,D E E V V,E V V E V,D E V V E,1.93,1.86,2,2.07,2.14,2,57%,57%,57%,5.43,5.43,5.43,3.5,3.43,3.57,1.93,2,1.86,71%,57%,86%,29%,43%,14%,7%,14%,0%,36%,29%,43%,1.93,1.76,2.09,2,1.75,2.22,57%,57%,57%,4.07,4.71,3.43,2.64,3.29,2,1.43,1.43,1.43,86%,86%,86%,14%,14%,14%,0%,0%,0%,71%,71%,71%,1.89,1.94,1.82,1.37,1.31,1.44
South Adelaide Panthers,MetroStars,Austrália - South Australia NPL,"Sáb, 27 Julho 2024",02:30,64%,69%,D D E E V,D E E D D,D E V D D,V E V V E,V E V E V,V E E E D,0.58,0.33,0.8,1.95,2.2,1.67,11%,0%,20%,4.37,4.33,4.4,1.42,1.33,1.5,2.95,3,2.9,74%,78%,70%,0%,0%,0%,26%,22%,30%,26%,22%,30%,1.48,1.69,1.28,2.17,2.29,2.07,53%,60%,44%,3.58,3.6,3.56,2.37,2.4,2.33,1.21,1.22,1.22,58%,70%,44%,37%,30%,44%,16%,10%,22%,68%,80%,56%,2.07,1.99,2.17,1.33,1.25,1.43
Adelaide Raiders,Campbelltown City,Austrália - South Australia NPL,"Sáb, 27 Julho 2024",02:30,64%,69%,E D E D D,E D E E E,E D D D D,V E E E V,V E V E D,E E E V E,1.21,1.44,1,1.68,1.6,1.78,32%,33%,30%,3.32,2.78,3.8,1.63,1.56,1.7,1.68,1.22,2.1,68%,56%,80%,21%,33%,10%,21%,33%,10%,42%,44%,40%,1.71,1.71,1.72,1.95,1.75,2.13,42%,40%,44%,3.68,3.7,3.67,2.11,1.9,2.33,1.58,1.33,1.33,63%,70%,56%,26%,20%,33%,11%,10%,11%,58%,50%,67%,1.68,1.79,1.56,1.65,1.84,1.45
Adelaide City,Croydon Kings,Austrália - South Australia NPL,"Sáb, 27 Julho 2024",04:30,64%,69%,D D E V V,D V V V E,D E V V V,V D D V V,V D V D V,D V E E E,1.37,1.44,1.3,1.32,1.6,1,42%,44%,40%,3.05,3,3.1,1.53,1.56,1.5,1.53,1.44,1.6,47%,56%,40%,16%,22%,10%,37%,22%,50%,47%,56%,40%,1.79,1.66,1.9,1.44,1.53,1.37,37%,50%,22%,4.05,4,4.11,1.84,1.9,1.78,2.21,2.33,2.33,74%,70%,78%,21%,20%,22%,11%,10%,11%,53%,60%,44%,1.95,2.04,1.84,1.67,1.69,1.65
Adelaide Comets,Adelaide United II,Austrália - South Australia NPL,"Sáb, 27 Julho 2024",04:30,64%,69%,D E E E E,E E V E E,D E E D V,V V E D D,V E D E D,V D E V E,1.53,1.78,1.3,1.37,0.9,1.89,37%,44%,30%,3.21,3.22,3.2,2,2.11,1.9,1.21,1.11,1.3,58%,67%,50%,32%,33%,30%,16%,11%,20%,42%,44%,40%,1.8,1.8,1.81,1.55,1.58,1.51,37%,20%,56%,4.95,4.5,5.44,2.26,1.7,2.89,2.68,2.56,2.56,79%,60%,100%,5%,10%,0%,16%,30%,0%,58%,60%,56%,2.09,1.95,2.25,2.1,2,2.22
White City Woodville,Modbury Jets,Austrália - South Australia NPL,"Sáb, 27 Julho 2024",04:30,64%,69%,D V V E D,V D V E E,D V E E D,V V E V E,V E E E D,V V V D E,1.32,1.22,1.4,1.89,1.8,2,37%,33%,40%,3.47,3.22,3.7,1.79,1.56,2,1.68,1.67,1.7,68%,44%,90%,16%,22%,10%,16%,33%,0%,42%,44%,40%,1.73,1.71,1.75,1.72,1.47,1.94,53%,50%,56%,3.47,3.9,3,2.32,2.3,2.33,1.16,0.67,0.67,58%,70%,44%,32%,20%,44%,16%,10%,22%,63%,70%,56%,1.77,1.77,1.77,1.66,1.61,1.73
Adelaide Olympic,Para Hills Knights,Austrália - South Australia NPL,"Sáb, 27 Julho 2024",05:30,64%,69%,D V E D D,V D V D D,D E D D V,E E D D E,E D E V V,E D E D E,0.95,1,0.9,1.16,1.2,1.11,26%,33%,20%,3.68,4.67,2.8,1.32,1.67,1,2.37,3,1.8,63%,78%,50%,11%,0%,20%,32%,22%,40%,26%,33%,20%,1.48,1.66,1.32,1.91,1.95,1.88,26%,30%,22%,3.37,3.2,3.56,1.53,1.3,1.78,1.84,1.78,1.78,58%,50%,67%,26%,30%,22%,26%,30%,22%,47%,50%,44%,1.53,1.49,1.56,1.9,1.9,1.9
Canberra Olympic,Yoogali,Austrália - Capital Territory NPL,"Sáb, 27 Julho 2024",02:00,53%,80%,D D D D D,D D D D D,D D D V D,D E D D D,D D D D D,E D D D D,0.4,0.43,0.38,0.07,0,0.13,13%,14%,13%,4.4,5.14,3.75,1.33,1.71,1,3.07,3.43,2.75,67%,86%,50%,0%,0%,0%,33%,14%,50%,27%,29%,25%,1.38,1.52,1.25,2.23,2.42,2.06,0%,0%,0%,4.2,3.57,4.75,0.47,0.57,0.38,3.73,4.38,4.38,27%,29%,25%,7%,0%,13%,73%,71%,75%,0%,0%,0%,1.37,1.46,1.28,2.5,2.51,2.5
Monaro Panthers,O'Connor Knights,Austrália - Capital Territory NPL,"Sáb, 27 Julho 2024",04:45,53%,80%,V E D E D,V E E V E,D D V V E,V V V D D,V V D D V,V D V E E,1.67,1.88,1.43,2.07,2.14,2,47%,50%,43%,2.6,2.63,2.57,1.67,2,1.29,0.93,0.63,1.29,47%,50%,43%,40%,50%,29%,27%,13%,43%,53%,50%,57%,2.17,2.43,1.89,1.63,1.39,1.91,64%,71%,57%,3.43,3.86,3,2,2.29,1.71,1.43,1.29,1.29,79%,71%,86%,21%,29%,14%,7%,0%,14%,64%,57%,71%,1.68,1.82,1.53,1.35,1.43,1.26
FCV Dender EH,Union Saint-Gilloise,Bélgica - Campeonato Belga,"Sáb, 27 Julho 2024",11:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Beerschot-Wilrijk,OH Leuven,Bélgica - Campeonato Belga,"Sáb, 27 Julho 2024",13:15,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Anderlecht,Sint-Truiden,Bélgica - Campeonato Belga,"Sáb, 27 Julho 2024",15:45,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Molodechno-DYuSSh 4,FC Energetik-BGU Minsk,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sáb, 27 Julho 2024",08:00,56%,56%,V V E V V,V V V V V,V E V D V,V E E D D,E D D D D,V E D D E,2.53,3,2.13,0.67,0.5,0.86,80%,100%,63%,2.73,3.29,2.25,2.13,2.71,1.63,0.6,0.57,0.63,40%,43%,38%,60%,57%,63%,7%,0%,13%,80%,86%,75%,1.72,1.54,1.83,1.39,1.34,1.42,13%,13%,14%,2.93,3.25,2.57,0.93,0.75,1.14,2,1.43,1.43,47%,38%,57%,13%,13%,14%,53%,63%,43%,20%,13%,29%,1.19,1.1,1.28,1.69,1.89,1.49
Orsha,Bumprom,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sáb, 27 Julho 2024",10:00,56%,56%,V V E V V,V E V E E,V V E E D,V V E D V,V E V V D,V D E D E,1.47,1.71,1.25,1.4,1.43,1.38,33%,43%,25%,2.53,3.29,1.88,1.33,2,0.75,1.2,1.29,1.13,53%,57%,50%,33%,43%,25%,20%,0%,38%,53%,100%,13%,1.43,1.36,1.54,1.58,1.63,1.5,40%,43%,38%,2.93,2.57,3.25,1.8,1.57,2,1.13,1.25,1.25,60%,57%,63%,27%,29%,25%,27%,29%,25%,53%,57%,50%,2,2.28,1.73,1.41,1.65,1.17
Slonim,ABFF U17,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sáb, 27 Julho 2024",11:00,56%,56%,D D E D V,D E V D D,D D E D E,D V D D V,D D V D V,V D D D D,0.67,0.5,0.86,0.8,1.13,0.43,13%,13%,14%,2.93,3.75,2,1.07,1.38,0.71,1.87,2.38,1.29,53%,75%,29%,27%,13%,43%,40%,13%,71%,13%,25%,0%,1.49,1.7,1.29,1.76,1.63,1.89,27%,38%,14%,3.13,3.13,3.14,1.07,1.25,0.86,2.07,2.29,2.29,53%,63%,43%,7%,13%,0%,40%,25%,57%,40%,50%,29%,,,,,,
Ostrovets FC,Baranovichi,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sáb, 27 Julho 2024",12:00,56%,56%,D E D V E,E V E V D,D D E V E,D E V D D,D D V V E,E V D D D,1.33,1.88,0.71,1,1.43,0.63,33%,50%,14%,3,2.5,3.57,1.47,1.5,1.43,1.53,1,2.14,60%,38%,86%,27%,50%,0%,20%,25%,14%,53%,63%,43%,1.17,1.32,1.09,1.55,1.4,1.62,27%,43%,13%,2.47,2.57,2.38,0.67,1,0.38,1.8,2,2,40%,57%,25%,20%,14%,25%,60%,43%,75%,27%,29%,25%,1.06,1.22,0.83,1.56,1.49,1.65
Real Santa Cruz,Oriente Petrolero,Bolívia - Campeonato Boliviano,"Sáb, 27 Julho 2024",16:00,57%,54%,E D D D D,D D D E D,E D D D D,V V D D V,V D V V V,V D D D V,0.38,0.17,0.57,1.36,1.86,0.86,8%,0%,14%,3,3.33,2.71,0.85,1,0.71,2.15,2.33,2,62%,67%,57%,0%,0%,0%,38%,33%,43%,23%,33%,14%,1.13,1.3,0.98,1.93,1.53,2.28,43%,57%,29%,2.93,1.86,4,1.29,1,1.57,1.64,2.43,2.43,64%,43%,86%,14%,29%,0%,29%,43%,14%,57%,57%,57%,1.62,1.7,1.55,1.4,1.1,1.7
The Strongest,Club Aurora,Bolívia - Campeonato Boliviano,"Sáb, 27 Julho 2024",18:30,57%,54%,D V V V E,V V V D V,D V E V V,D V E E E,V E V D V,D E E V E,2.11,2.67,1.56,1.63,2.38,0.88,67%,89%,44%,3.22,2.89,3.56,1.78,2,1.56,1.44,0.89,2,56%,67%,44%,39%,33%,44%,11%,0%,22%,67%,78%,56%,1.52,1.88,1.17,1.31,1.23,1.4,44%,75%,13%,2.81,3.88,1.75,1.69,2.63,0.75,1.13,1,1,69%,88%,50%,19%,13%,25%,19%,0%,38%,56%,63%,50%,1.44,1.68,1.21,1.42,1.31,1.53
Jorge Wilstermann,Royal Pari,Bolívia - Campeonato Boliviano,"Sáb, 27 Julho 2024",21:00,57%,54%,D E V D E,D V E D E,E D V D D,V E V D D,V E D E E,V D D D V,0.93,1.14,0.71,1.15,0.86,1.5,21%,29%,14%,2.36,2.43,2.29,1.07,1.29,0.86,1.29,1.14,1.43,43%,43%,43%,36%,43%,29%,36%,29%,43%,21%,29%,14%,1.2,1.36,1.04,1.49,1.3,1.67,31%,14%,50%,2.46,2.14,2.83,1.15,0.86,1.5,1.31,1.33,1.33,46%,57%,33%,31%,14%,50%,31%,43%,17%,38%,29%,50%,1.43,1.45,1.4,1.37,1.08,1.73
Mirassol,Operário-PR,Brasil - Brasileirão Série B,"Sáb, 27 Julho 2024",17:00,45%,33%,E V D V E,E V E V V,V D E D D,E V D E D,E V D V V,D E V V D,1.53,2.5,0.67,1.63,1.88,1.38,41%,75%,11%,1.82,1.88,1.78,1,1.5,0.56,0.82,0.38,1.22,29%,25%,33%,53%,75%,33%,41%,25%,56%,47%,75%,22%,1.29,1.41,1.18,1.37,1.24,1.48,44%,50%,38%,1.25,1,1.5,0.69,0.75,0.63,0.56,0.88,0.88,13%,13%,13%,63%,75%,50%,44%,38%,50%,50%,63%,38%,1.42,1.46,1.37,1.16,1.06,1.26
Coritiba,Chapecoense,Brasil - Brasileirão Série B,"Sáb, 27 Julho 2024",17:00,45%,33%,D D D E E,D E E V V,D D D E D,E D E V D,E E D D E,D V D V E,1.18,1.89,0.38,1.12,1,1.22,29%,56%,0%,1.88,2,1.75,0.88,1.33,0.38,1,0.67,1.38,35%,33%,38%,29%,44%,13%,41%,22%,63%,41%,56%,25%,1.59,1.74,1.4,1.39,1.19,1.64,24%,13%,33%,1.76,2.25,1.33,0.82,1.13,0.56,0.94,0.78,0.78,47%,75%,22%,29%,13%,44%,41%,25%,56%,41%,38%,44%,1.35,1.61,1.12,1.65,1.26,1.99
Sport,Ponte Preta,Brasil - Brasileirão Série B,"Sáb, 27 Julho 2024",18:00,45%,33%,E E V E D,E D V V D,E V E E D,V D V E E,V V V V V,D E E D D,1.67,1.86,1.5,1.35,2.38,0.44,47%,57%,38%,2.13,2.43,1.88,1.2,1.57,0.88,0.93,0.86,1,47%,57%,38%,40%,43%,38%,20%,0%,38%,60%,71%,50%,1.39,1.42,1.36,1.28,1.21,1.34,35%,75%,0%,2.41,3.38,1.56,1.24,2.38,0.22,1.18,1.33,1.33,41%,63%,22%,29%,38%,22%,41%,0%,78%,35%,75%,0%,1.36,1.53,1.23,1.47,1.18,1.69
Sampaio Corrêa,Náutico,Brasil - Brasileirão Série C,"Sáb, 27 Julho 2024",17:00,48%,45%,D V D E V,V D V V D,D E E D E,E V E V E,E V V D E,E E D D D,0.93,1.43,0.43,1.31,1.71,0.83,21%,43%,0%,1.93,2.43,1.43,0.79,1.29,0.29,1.14,1.14,1.14,36%,57%,14%,21%,14%,29%,57%,29%,86%,14%,29%,0%,1.66,2.13,1.19,1.66,1.71,1.61,31%,43%,17%,2.92,3.29,2.5,1.69,2.14,1.17,1.23,1.33,1.33,62%,71%,50%,23%,14%,33%,23%,14%,33%,31%,43%,17%,1.52,1.74,1.25,1.52,1.24,1.85
Figueirense,Remo,Brasil - Brasileirão Série C,"Sáb, 27 Julho 2024",17:00,48%,45%,E D E D V,E V E D V,E D D V D,V D V V D,V V V D E,D V D V D,1.36,1.83,1,1.36,1.86,0.86,36%,50%,25%,2.21,1.67,2.63,1.07,1.17,1,1.14,0.5,1.63,50%,33%,63%,29%,50%,13%,29%,33%,25%,50%,67%,38%,1.5,1.72,1.33,1.48,1.38,1.55,43%,57%,29%,2.71,1.71,3.71,1.21,1,1.43,1.5,2.29,2.29,64%,43%,86%,21%,43%,0%,21%,29%,14%,50%,57%,43%,1.46,1.78,1.15,1.59,1.16,2.01
Ferroviário,CSA,Brasil - Brasileirão Série C,"Sáb, 27 Julho 2024",19:30,48%,45%,E D D D E,D E V V D,E D D D D,D D V V V,D V E E E,D V V D D,0.86,1.33,0.5,1,1,1,21%,33%,13%,2.79,2.67,2.88,0.86,1,0.75,1.93,1.67,2.13,50%,33%,63%,14%,33%,0%,43%,50%,38%,43%,50%,38%,1.11,1.42,0.88,1.58,1.43,1.7,21%,14%,29%,2.64,2.57,2.71,1.07,1,1.14,1.57,1.57,1.57,64%,71%,57%,21%,14%,29%,21%,29%,14%,50%,57%,43%,1.32,1.53,1.1,1.39,1.13,1.65
Tombense,Athletic,Brasil - Brasileirão Série C,"Sáb, 27 Julho 2024",19:30,48%,45%,E D E E V,E E V V E,D E D D E,E V E V D,V D V V V,E E V D D,1.43,2.14,0.71,2.07,2.57,1.57,36%,57%,14%,2.07,1.43,2.71,1.14,1.14,1.14,0.93,0.29,1.57,36%,29%,43%,50%,71%,29%,36%,29%,43%,50%,57%,43%,1.3,1.42,1.18,1.33,1.34,1.33,64%,86%,43%,3.21,3.29,3.14,2.07,2.14,2,1.14,1.14,1.14,57%,71%,43%,43%,29%,57%,7%,0%,14%,57%,57%,57%,1.69,1.77,1.61,1.17,1,1.34
Jacuipense,Iguatu,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",15:00,43%,40%,V V D V D,V V D V V,V D D D V,V D V V V,V V V V V,D V E D E,1.64,2.29,1,1.93,3,0.86,50%,71%,29%,2,2,2,1.07,1.43,0.71,0.93,0.57,1.29,43%,43%,43%,43%,57%,29%,21%,0%,43%,64%,86%,43%,1.54,1.55,1.53,1.57,1.35,1.79,57%,100%,14%,1.57,1.43,1.71,1,1.43,0.57,0.57,1.14,1.14,14%,0%,29%,71%,100%,43%,29%,0%,57%,64%,100%,29%,1.62,1.86,1.39,1.5,1.22,1.79
Novo Hamburgo,Maringá,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",16:00,43%,40%,V E V E D,V E D D V,E V D D V,V V D V V,V V V V V,V D V E E,1.29,1.29,1.29,2.29,3,1.57,29%,29%,29%,2.07,1.71,2.43,1,0.86,1.14,1.07,0.86,1.29,71%,57%,86%,21%,29%,14%,21%,29%,14%,29%,43%,14%,1.28,1.4,1.15,1.2,1.1,1.31,71%,100%,43%,2.5,2.29,2.71,1.79,2.14,1.43,0.71,1.29,1.29,43%,14%,71%,57%,86%,29%,0%,0%,0%,93%,100%,86%,1.56,1.62,1.5,1.41,1.18,1.65
Tocantinópolis,Manauara,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",16:00,43%,40%,V D E D D,V E D E V,D D E V D,V V E E E,V E V V V,V E E V E,1.36,2,0.71,2.43,2.71,2.14,36%,57%,14%,2.43,2.29,2.57,1.07,1.43,0.71,1.36,0.86,1.86,43%,43%,43%,36%,43%,29%,29%,14%,43%,36%,43%,29%,1.23,1.12,1.37,1.59,1.28,1.95,71%,86%,57%,3,3.57,2.43,2.5,3,2,0.5,0.43,0.43,50%,57%,43%,50%,43%,57%,14%,14%,14%,64%,71%,57%,2.08,2.19,1.98,1.3,1.17,1.43
Noroeste-SP,Brasiliense,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",16:00,43%,40%,V D E V V,V V V D V,D E V D E,V V V D E,V V V V V,V D E V V,1.43,2,0.86,2.29,2.71,1.86,36%,57%,14%,2.21,2.29,2.14,1.14,1.57,0.71,1.07,0.71,1.43,43%,43%,43%,29%,43%,14%,43%,29%,57%,57%,71%,43%,1.62,1.71,1.53,1.31,1.13,1.48,71%,86%,57%,2.64,2.43,2.86,1.93,2,1.86,0.71,1,1,57%,43%,71%,36%,57%,14%,7%,0%,14%,79%,100%,57%,1.6,1.61,1.58,1.48,1.23,1.74
Princesa do Solimões,Altos,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",17:00,43%,40%,V V V E D,V E V V D,V V D E V,V V D V D,V D V V E,V D V E D,1.85,2.17,1.57,1.71,1.86,1.57,54%,67%,43%,2.54,2.33,2.71,1.54,1.83,1.29,1,0.5,1.43,38%,33%,43%,54%,50%,57%,31%,33%,29%,54%,50%,57%,1.45,1.93,1.04,1.31,0.83,1.72,50%,57%,43%,2.71,2.71,2.71,1.57,1.71,1.43,1.14,1.29,1.29,64%,71%,57%,29%,29%,29%,7%,0%,14%,86%,86%,86%,1.4,1.58,1.18,1.68,1.67,1.7
Manaus,Maranhão,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",18:00,43%,40%,V V D V E,V D V V V,V E D V D,V V V E V,V V V D D,V E E E V,1.77,2.14,1.33,1.93,2.14,1.71,54%,71%,33%,2.54,2.57,2.5,1.38,1.43,1.33,1.15,1.14,1.17,38%,29%,50%,38%,43%,33%,38%,29%,50%,54%,57%,50%,1.74,1.85,1.59,1.36,1.26,1.5,57%,71%,43%,2.21,2.57,1.86,1.57,2,1.14,0.64,0.71,0.71,36%,14%,57%,50%,57%,43%,21%,29%,14%,57%,57%,57%,1.99,2.31,1.63,1.39,1.31,1.48
América-RN,Retrô,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",18:00,43%,40%,V V V E V,V V V E V,V E D E E,V V V D V,V V V V V,V D D E D,1.86,2.71,1,1.86,2.57,1.14,50%,86%,14%,1.93,2,1.86,1.29,1.71,0.86,0.64,0.29,1,43%,29%,57%,50%,71%,29%,21%,0%,43%,64%,86%,43%,1.44,1.64,1.24,1.42,1.17,1.67,57%,86%,29%,2.36,2.57,2.14,1.5,2,1,0.86,1.14,1.14,50%,43%,57%,43%,57%,29%,21%,0%,43%,50%,71%,29%,1.65,2.07,1.16,1.09,1.01,1.18
Água Santa,Brasil de Pelotas,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",18:00,43%,40%,V D V V E,V V V V D,D E D E E,V E V D V,V V D V D,E V D D E,1.57,2.29,0.86,1.5,2.14,0.86,43%,71%,14%,1.57,1.71,1.43,0.86,1.14,0.57,0.71,0.57,0.86,29%,29%,29%,50%,57%,43%,36%,14%,57%,50%,71%,29%,1.43,1.63,1.21,1.37,1.26,1.5,43%,71%,14%,2.21,2.43,2,1.21,1.71,0.71,1,1.29,1.29,43%,43%,43%,29%,43%,14%,36%,14%,57%,57%,86%,29%,1.21,1.47,0.95,1.37,1.52,1.22
Mixto,Portuguesa-RJ,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",18:00,43%,40%,E E V V E,E V V V V,E V E D D,V V D E V,V V E V E,V D E E V,1.57,2.14,1,1.79,2.14,1.43,36%,57%,14%,2.21,2.29,2.14,1.29,1.57,1,0.93,0.71,1.14,71%,71%,71%,21%,29%,14%,14%,0%,29%,50%,86%,14%,1.57,1.53,1.61,1.39,1.24,1.56,43%,57%,29%,1.71,2,1.43,1.29,1.71,0.86,0.43,0.57,0.57,36%,29%,43%,57%,71%,43%,29%,14%,43%,43%,71%,14%,1.53,1.62,1.42,0.92,0.71,1.17
Avenida,Inter de Limeira,Brasil - Brasileirão Série D,"Sáb, 27 Julho 2024",18:30,43%,40%,D E D E V,E V V V V,D D E D D,E V D D D,V D E V V,E D D V D,1.36,2,0.71,1.71,2.29,1.14,36%,57%,14%,2.36,1.71,3,1,1.14,0.86,1.36,0.57,2.14,57%,43%,71%,29%,57%,0%,21%,14%,29%,50%,71%,29%,1.09,1.36,0.86,1.37,1.29,1.43,50%,71%,29%,1.64,2.29,1,1.14,1.71,0.57,0.5,0.43,0.43,14%,29%,0%,64%,71%,57%,36%,0%,71%,50%,71%,29%,1.77,2.07,1.42,1.57,1.46,1.69
Rio Branco-PR,Paraná,Brasil - Campeonato Paranaense 2ª Divisão,"Sáb, 27 Julho 2024",16:00,40%,44%,D V E V E,V V D V V,D E E E V,V V E E V,V V V V V,E E E E D,2,2.5,1.5,2.08,3,0.8,58%,83%,33%,2.67,3.17,2.17,1.75,2.17,1.33,0.92,1,0.83,50%,50%,50%,33%,33%,33%,25%,17%,33%,58%,83%,33%,1.41,1.52,1.33,1.73,1.78,1.7,58%,100%,0%,1.92,2.57,1,1.5,2.29,0.4,0.42,0.6,0.6,25%,14%,40%,75%,86%,60%,25%,0%,60%,67%,100%,20%,1.73,1.69,1.8,0.98,0.76,1.32
