home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Häcken,F91 Dudelange,Europa -  de Conferência,"Qua, 31 Julho 2024",17:00,42%,47%,V,,V,D V V,D V,V,3,0,3,2,1.5,3,100%,0%,100%,8,0,8,6,0,6,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,1,0,2,1.03,0,2.03,67%,50%,100%,3.67,5,1,1.67,2,1,2,0,0,33%,50%,0%,67%,50%,100%,0%,0%,0%,67%,50%,100%,1.44,1.74,0.85,1.76,1.53,2.22
Videoton,Sumqayıt,Europa -  de Conferência,"Qua, 31 Julho 2024",17:00,42%,47%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,3,0,3,2,0,2,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.32,0,2.32,0.08,0,1.08,0%,0%,0%,3,3,0,1,1,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.08,1.08,0,1.32,2.32,0
Spartak Trnava,Sarajevo,Europa -  de Conferência,"Qua, 31 Julho 2024",18:30,42%,47%,E,,E,E D V,E D,V,1,0,1,1.33,0.5,3,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,-0.44,0,0.56,0.3,0,1.3,33%,0%,100%,2,2.5,1,1,1,1,1,0,0,33%,50%,0%,67%,50%,100%,33%,50%,0%,33%,0%,100%,1.63,1.88,1.14,1.32,1.02,1.92
Áustria Viena,Ilves,Europa -  de Conferência,"Qua, 31 Julho 2024",18:30,42%,47%,D,,D,V,V,,0,0,0,3,3,0,0%,0%,0%,3,0,3,1,0,1,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.57,0,1.57,0.35,0,1.35,100%,100%,0%,3,3,0,2,2,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.35,1.35,0,0.57,1.57,0
Mornar,Radnički Kragujevac,Europa -  de Conferência,"Qua, 31 Julho 2024",18:45,42%,47%,D E V,V,D E,V,V,,1.33,3,0.5,3,3,0,33%,100%,0%,2,3,1.5,1,2,0.5,1,1,1,67%,100%,50%,0%,0%,0%,33%,0%,50%,33%,100%,0%,1.08,0.8,1.23,1.68,1.71,1.66,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,1.15,2.15,0,0.09,1.09,0
Foyle Belles Women,Ballymena Allstars,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 31 Julho 2024",18:30,64%,90%,D D D D D,D D D D D,D D D D D,V D E D E,V E V V V,D E D D V,0,0,0,1.92,2.71,0.8,0%,0%,0%,8.58,7.57,10,0.67,1.14,0,7.92,6.43,10,33%,57%,0%,0%,0%,0%,67%,43%,100%,0%,0%,0%,,,,,,,58%,86%,20%,4.58,5.43,3.4,2.83,4.14,1,1.75,2.4,2.4,67%,86%,40%,17%,14%,20%,17%,0%,40%,8%,14%,0%,0.38,0,0.88,2.29,0,2.79
Belfast Celtic,Comber Rec. Ladies,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 31 Julho 2024",18:30,64%,90%,D V V E D,V V E D E,D D V V E,D D V D D,D D V D D,D D D D D,1.25,1.33,1.17,0.5,0.5,0.5,33%,33%,33%,5,3.67,6.33,2.33,1.67,3,2.67,2,3.33,75%,67%,83%,17%,33%,0%,17%,17%,17%,25%,33%,17%,2.18,1.92,2.94,1.27,1.18,1.52,17%,17%,17%,7,6,8,1.25,1.17,1.33,5.75,6.67,6.67,67%,67%,67%,8%,17%,0%,25%,17%,33%,8%,17%,0%,0.52,1.52,0,1.94,2.94,0
Ballyclare Comrades,Bangor Ladies,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 31 Julho 2024",18:30,64%,90%,V E D E D,V E D D V,E D D V E,V V V D V,V D V V V,V V D V V,1,1.17,0.83,2.5,2.5,2.5,25%,33%,17%,5.5,7.67,3.33,3.5,5.67,1.33,2,2,2,50%,67%,33%,42%,33%,50%,25%,0%,50%,17%,33%,0%,-0.08,0,0.92,0.88,0,1.88,83%,83%,83%,7.5,7.5,7.5,6.08,6.67,5.5,1.42,2,2,67%,33%,100%,33%,67%,0%,0%,0%,0%,42%,83%,0%,2.22,3.07,1.36,1.49,0.68,2.29
St. Oliver Plunkett W,Camlough Rovers W,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 31 Julho 2024",19:00,64%,90%,D E D V V,D D E D,D E D V V,D E E V V,E E V D V,D V V D D,0.92,0.25,1.25,1.36,1.5,1.2,25%,0%,38%,4.75,3.75,5.25,1.75,0.25,2.5,3,3.5,2.75,50%,25%,63%,17%,25%,13%,42%,75%,25%,0%,0%,0%,,,,,,,36%,33%,40%,5.45,5.17,5.8,2.91,3,2.8,2.55,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Sion Swifts,St. James' Swifts,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 31 Julho 2024",19:00,64%,90%,V V V V V,V V V V V,V V V E V,V V E E V,V V V D V,V E E V V,2.55,3,2.17,2.42,2.5,2.33,82%,100%,67%,5.55,6.8,4.5,4.45,6.4,2.83,1.09,0.4,1.67,73%,40%,100%,27%,60%,0%,0%,0%,0%,27%,60%,0%,0.54,0,1.54,0.39,0,1.39,75%,83%,67%,5.5,5.17,5.83,4.08,3.33,4.83,1.42,1,1,67%,83%,50%,33%,17%,50%,0%,0%,0%,17%,33%,0%,1.29,2.29,0,0.36,1.36,0
Fylkir,Fram,Islândia - Campeonato Islandês,"Qua, 31 Julho 2024",19:15,68%,65%,D V D E D,V V V D D,D D E D D,V V D V D,V V D D E,D V D E E,0.73,1.43,0.13,1.47,1.63,1.29,20%,43%,0%,3.93,3.29,4.5,1.4,1.71,1.13,2.53,1.57,3.38,60%,43%,75%,13%,29%,0%,33%,43%,25%,27%,29%,25%,1.75,1.96,1.58,1.98,1.86,2.08,40%,50%,29%,3,2.75,3.29,1.6,1.5,1.71,1.4,1.57,1.57,73%,63%,86%,20%,25%,14%,7%,13%,0%,53%,75%,29%,1.62,1.61,1.63,1.69,1.78,1.59
Keflavík,Thór,Islândia - 2ª Divisão da Islândia,"Qua, 31 Julho 2024",18:00,61%,60%,V V V E D,V E E V V,V V E D E,D D V E V,D D E V D,V E V D D,1.5,1.83,1.25,1.21,1.14,1.29,36%,50%,25%,2.5,3,2.13,1.43,2.17,0.88,1.07,0.83,1.25,50%,67%,38%,36%,33%,38%,29%,0%,50%,57%,67%,50%,1.74,1.97,1.56,1.6,1.55,1.65,29%,29%,29%,3.07,3.29,2.86,1.5,1.57,1.43,1.57,1.43,1.43,71%,71%,71%,7%,0%,14%,21%,29%,14%,29%,0%,57%,1.49,1.7,1.27,1.41,1.21,1.62
Dalvík / Reynir,ÍR,Islândia - 2ª Divisão da Islândia,"Qua, 31 Julho 2024",18:00,61%,60%,E D E D D,E D D E E,E D D D D,V D V V E,V D V V E,V D D D E,0.64,1,0.29,1.57,1.88,1.17,7%,14%,0%,2.64,1.86,3.43,0.93,0.86,1,1.71,1,2.43,57%,43%,71%,21%,43%,0%,43%,57%,29%,36%,29%,43%,1.03,1.08,0.99,1.55,1.43,1.68,43%,50%,33%,2.71,2.5,3,1.43,1.75,1,1.29,2,2,50%,50%,50%,21%,38%,0%,29%,13%,50%,36%,50%,17%,1.7,1.79,1.58,1.36,1.29,1.47
Thróttur Reykjavík,Fjölnir,Islândia - 2ª Divisão da Islândia,"Qua, 31 Julho 2024",19:15,61%,60%,E V V V V,V V V D V,E V D E E,E V V E V,E V E V V,V V D E E,1.36,1.86,0.86,2.21,2.5,1.83,36%,57%,14%,2.93,2.86,3,1.57,2,1.14,1.36,0.86,1.86,71%,57%,86%,21%,29%,14%,7%,14%,0%,36%,43%,29%,1.55,1.63,1.46,1.46,1.33,1.6,64%,75%,50%,3,3.38,2.5,2,2.5,1.33,1,1.17,1.17,57%,63%,50%,43%,38%,50%,14%,13%,17%,71%,63%,83%,1.4,1.56,1.18,1.59,1.36,1.91
Kuala Lumpur,Sabah,Malásia - Campeonato da Malásia,"Qua, 31 Julho 2024",12:15,42%,50%,E V V D E,E V D E,V,V D V V E,V D V E,V,1.6,1.25,3,2,1.75,3,40%,25%,100%,2.4,2.25,3,1.2,0.75,3,1.2,1.5,0,40%,50%,0%,60%,50%,100%,20%,25%,0%,60%,50%,100%,1.24,1.1,1.78,1.69,1.92,0.76,60%,50%,100%,2.8,2.25,5,1.6,1.25,3,1.2,2,2,60%,50%,100%,40%,50%,0%,20%,25%,0%,40%,25%,100%,1.63,1.53,2.04,1,0.96,1.17
Pahang,Selangor,Malásia - Campeonato da Malásia,"Qua, 31 Julho 2024",12:15,42%,50%,E D D E V,D V,E D E,V D V V V,V V V V,D D,1,1.5,0.67,2,3,0,20%,50%,0%,2,1.5,2.33,0.6,0.5,0.67,1.4,1,1.67,20%,0%,33%,40%,50%,33%,60%,50%,67%,20%,50%,0%,1.39,1.91,1.03,1.58,1.35,1.74,67%,100%,0%,2.83,3.25,2,1.83,2.75,0,1,2,2,33%,50%,0%,33%,50%,0%,33%,0%,100%,67%,100%,0%,1.86,1.87,1.79,0.94,0.93,1
PDRM,Johor Darul Ta'zim,Malásia - Campeonato da Malásia,"Qua, 31 Julho 2024",13:00,42%,50%,D D E V D,E D,D D V,V V V V V,V V V V,V V,0.8,0.5,1,3,3,3,20%,0%,33%,2.2,1.5,2.67,0.8,0.5,1,1.4,1,1.67,40%,50%,33%,0%,0%,0%,60%,50%,67%,20%,50%,0%,1.41,1.42,1.41,1.55,1.54,1.55,100%,100%,100%,4,3.5,5,3.5,3.25,4,0.5,1,1,50%,25%,100%,50%,75%,0%,0%,0%,0%,100%,100%,100%,2.77,2.92,2.55,0.61,0.46,0.85
Stabæk,Sandnes Ulf,Noruega - First Division,"Qua, 31 Julho 2024",17:00,64%,62%,D E V D V,D V V D E,E D V D E,E D D D D,D D V E E,E D D D D,1.53,1.86,1.25,0.71,1.14,0.29,40%,57%,25%,4.13,4.43,3.88,2.2,2.57,1.88,1.93,1.86,2,67%,57%,75%,27%,43%,13%,13%,0%,25%,60%,86%,38%,1.85,1.83,1.87,1.73,1.51,1.91,14%,29%,0%,4.07,4.14,4,1.29,2,0.57,2.79,3.43,3.43,64%,71%,57%,7%,14%,0%,29%,14%,43%,21%,43%,0%,1.29,1.63,0.96,1.94,2.13,1.74
Alianza Lima,Unión Comercio,Peru - Campeonato Peruano,"Qua, 31 Julho 2024",00:30,47%,51%,D V V D V,V V V V V,D V D V D,E D E D E,D E E D E,E D D E D,1.95,2.4,1.5,0.53,0.78,0.3,65%,80%,50%,2.9,2.9,2.9,1.9,2.2,1.6,1,0.7,1.3,40%,40%,40%,40%,50%,30%,20%,10%,30%,65%,70%,60%,1.53,1.81,1.26,0.93,0.82,1.04,5%,11%,0%,2.84,3.33,2.4,0.95,1.33,0.6,1.89,1.8,1.8,63%,78%,50%,16%,11%,20%,32%,11%,50%,26%,44%,10%,1.1,1.21,1,1.55,1.38,1.7
Atlético Grau,Comerciantes Unidos,Peru - Campeonato Peruano,"Qua, 31 Julho 2024",18:00,47%,51%,E E D V E,E V E D E,E D E D D,V D D D D,V D D V E,D D E D D,1.11,1.5,0.67,1.25,1.5,1,21%,30%,11%,2,2.1,1.89,1.05,1.4,0.67,0.95,0.7,1.22,42%,50%,33%,42%,50%,33%,37%,20%,56%,32%,40%,22%,1.39,1.6,1.16,1.17,0.92,1.44,35%,40%,30%,3.05,2.6,3.5,1.25,1.4,1.1,1.8,2.4,2.4,60%,60%,60%,10%,20%,0%,40%,40%,40%,45%,50%,40%,1.17,1.24,1.09,1.62,1.32,1.92
Santa Rosa PNP,Sporting Cristal,Peru - Campeonato Peruano,"Qua, 31 Julho 2024",20:15,47%,51%,D V V D V,V V V V E,D V D E E,V V D V V,V V V V V,D V D D V,1.35,2.2,0.5,2.3,2.7,1.9,40%,70%,10%,2.95,2.7,3.2,1.5,2.1,0.9,1.45,0.6,2.3,50%,30%,70%,30%,60%,0%,20%,10%,30%,60%,80%,40%,1.32,1.59,1.04,1.47,1.21,1.73,75%,90%,60%,3.9,4.2,3.6,2.7,3.4,2,1.2,1.6,1.6,70%,60%,80%,30%,40%,20%,0%,0%,0%,80%,80%,80%,1.62,1.89,1.35,1.45,1.11,1.79
Líšeň,Slavia Praha U21,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",15:00,53%,40%,V E,E,V,V D,V,D,2,1,3,1.5,3,0,50%,0%,100%,2.5,0,5,2,0,4,0.5,0,1,50%,0%,100%,50%,100%,0%,50%,100%,0%,50%,0%,100%,1.78,1.68,1.88,1.81,1.38,2.23,50%,100%,0%,3.5,3,4,1.5,2,1,2,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,1.44,1.85,1.03,1.1,0.87,1.34
Vyškov,Vlašim,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",15:00,53%,40%,E E,E,E,V E,V,E,1,1,1,2,3,1,0%,0%,0%,1,0,2,0.5,0,1,0.5,0,1,50%,0%,100%,50%,100%,0%,50%,100%,0%,0%,0%,0%,1.56,1.38,1.74,1.13,1.05,1.21,50%,100%,0%,4,2,6,2.5,2,3,1.5,3,3,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,1.83,1.52,2.14,1.56,1.38,1.72
Prostějov,Zlín,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",15:30,53%,40%,E E,,E E,V E,V,E,1,0,1,2,3,1,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,0.22,0,0.72,0.7,0,1.2,50%,100%,0%,0.5,1,0,0.5,1,0,0,0,0,0%,0%,0%,100%,100%,100%,50%,0%,100%,50%,100%,0%,1.2,1.02,1.38,1.22,0.75,1.68
Sigma Olomouc II,Viktoria Žižkov,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",16:00,53%,40%,E D,E,D,D E,D,E,0.5,1,0,0.5,0,1,0%,0%,0%,1.5,0,3,0,0,0,1.5,0,3,0%,0%,0%,50%,100%,0%,100%,100%,100%,0%,0%,0%,1.08,1.03,1.12,1.08,0.38,1.78,0%,0%,0%,3.5,5,2,1,1,1,2.5,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.78,2.23,1.32,1.56,1.88,1.23
Varnsdorf,Líšeň,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",16:00,53%,40%,E,E,,E E,E E,,1,1,0,1,1,0,0%,0%,0%,2,2,0,1,1,0,1,1,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.23,1.23,0,0.32,1.32,0,0%,0%,0%,4,4,0,2,2,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,1.27,1.77,0,1.29,1.79,0
Sparta Praha II,Vysočina Jihlava,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",16:00,53%,40%,D E,E,D,E D,E D,,0.5,1,0,0.5,0.5,0,0%,0%,0%,3.5,4,3,1.5,2,1,2,2,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,1.11,1.34,0.87,1.53,1.2,1.85,0%,0%,0%,2,2,0,0.5,0.5,0,1.5,0,0,50%,50%,0%,0%,0%,0%,50%,50%,0%,50%,50%,0%,1.23,1.73,0,1.16,1.66,0
Chrudim,Zbrojovka Brno,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",16:00,53%,40%,D V,V,D,E V,,E V,1.5,3,0,2,0,2,50%,100%,0%,2.5,3,2,1.5,3,0,1,0,2,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.59,1.78,1.38,1.32,1.12,1.52,50%,0%,50%,2,0,2,1.5,0,1.5,0.5,0.5,0.5,50%,0%,50%,50%,0%,50%,0%,0%,0%,100%,0%,100%,1.01,0,1.51,1.53,0,2.03
Táborsko,Baník Ostrava U21,República Tcheca - 2ª Divisão da República Tcheca,"Qua, 31 Julho 2024",16:00,53%,40%,D V,V,D,E,,E,1.5,3,0,1,0,1,50%,100%,0%,2.5,4,1,1.5,3,0,1,1,1,50%,100%,0%,0%,0%,0%,50%,0%,100%,50%,100%,0%,1.05,1.34,0.75,1.03,1.03,1.02,0%,0%,0%,4,0,4,2,0,2,2,2,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.2,0,1.2,0.34,0,1.34
