home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
BATE,Niva,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sex, 26 Julho 2024",12:00,56%,56%,D V D V D,V V E E E,D D D E V,V E E V V,V E V V E,E V V E V,1.67,2.14,1.25,2.13,1.71,2.5,47%,57%,38%,2.93,3,2.88,1.67,2,1.38,1.27,1,1.5,73%,71%,75%,20%,29%,13%,13%,14%,13%,27%,14%,38%,1.81,1.76,1.87,1.72,1.37,2.16,60%,43%,75%,3.73,3.14,4.25,2.53,2.14,2.88,1.2,1.38,1.38,73%,57%,88%,20%,29%,13%,20%,43%,0%,40%,43%,38%,1.91,2.12,1.78,1.3,1.39,1.24
Dinamo,Torpedo,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sex, 26 Julho 2024",14:00,56%,56%,D D V V D,D V D V D,D V D E V,D D E D D,D E D V E,D D D D V,1.33,1.25,1.43,0.8,0.75,0.86,40%,38%,43%,2.47,2.63,2.29,1.27,1.38,1.14,1.2,1.25,1.14,53%,50%,57%,33%,38%,29%,20%,25%,14%,53%,63%,43%,1.78,2.08,1.29,1.71,1.76,1.61,20%,13%,29%,4,3.63,4.43,1.33,1.13,1.57,2.67,2.86,2.86,73%,88%,57%,13%,0%,29%,13%,13%,14%,53%,63%,43%,0.92,0.89,0.95,1.93,1.7,2.16
Shakhtyor,MKK-Dnepr,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sex, 26 Julho 2024",19:00,56%,56%,D D E D D,D D V E D,D E D V V,V D D V D,V D V E V,D V D D V,0.8,0.63,1,1.6,1.57,1.63,20%,13%,29%,3.13,3,3.29,1.2,1,1.43,1.93,2,1.86,60%,50%,71%,20%,38%,0%,33%,38%,29%,40%,50%,29%,1.54,0.68,2.39,1.49,1.69,1.29,47%,43%,50%,3,2.43,3.5,1.87,1.57,2.13,1.13,1.38,1.38,60%,57%,63%,27%,29%,25%,13%,14%,13%,47%,43%,50%,1.78,1.59,1.92,1.25,0.92,1.5
Lokomotiv,Volna,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sex, 26 Julho 2024",19:00,56%,56%,V D E V D,D V E E E,V E D D E,V V V D V,V V V E D,V D D V E,1.07,1.25,0.86,1.93,2.29,1.63,20%,25%,14%,2.53,2.88,2.14,1.2,1.38,1,1.33,1.5,1.14,73%,75%,71%,7%,0%,14%,27%,25%,29%,40%,25%,57%,1.9,2.08,1.75,1.99,1.89,2.08,60%,71%,50%,3.2,3.14,3.25,1.87,2,1.75,1.33,1.5,1.5,53%,43%,63%,20%,43%,0%,27%,14%,38%,53%,71%,38%,1.42,1.38,1.47,1.35,1.12,1.63
Lida,Belshina,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Sex, 26 Julho 2024",19:00,56%,56%,D D E D V,D D V V D,D E V E V,V V V V E,V V E V D,V V D E V,1.6,1.25,2,2.13,2.29,2,47%,38%,57%,2.53,2.5,2.57,1.27,1,1.57,1.27,1.5,1,47%,50%,43%,40%,25%,57%,13%,25%,0%,67%,63%,71%,1.62,1.58,1.67,1.67,1.69,1.63,67%,71%,63%,3.4,2.86,3.88,2.13,2,2.25,1.27,1.63,1.63,53%,57%,50%,40%,43%,38%,7%,0%,13%,73%,100%,50%,1.95,1.98,1.93,1.19,1.16,1.22
San,Real,Bolívia - Campeonato Boliviano,"Sex, 26 Julho 2024",16:00,57%,54%,V D D D D,D D V E V,V D D V D,V E D D D,V D V V V,E D D D E,1.55,2,1.1,1.29,1.86,0.71,45%,60%,30%,2.8,3.3,2.3,1.6,2.2,1,1.2,1.1,1.3,50%,60%,40%,25%,30%,20%,30%,20%,40%,65%,70%,60%,1.67,1.93,1.43,1.51,1.34,1.66,36%,57%,14%,2.5,2.29,2.71,1.14,1.43,0.86,1.36,1.86,1.86,50%,29%,71%,21%,43%,0%,29%,29%,29%,36%,57%,14%,1.39,1.63,1.16,1.73,1.46,2
Blooming,Independiente,Bolívia - Campeonato Boliviano,"Sex, 26 Julho 2024",21:00,57%,54%,D D V V V,D V V V V,D D D E V,V E E V E,V E V D V,E E D V V,1.64,2.25,0.83,1.44,1.8,1,50%,75%,17%,2.71,2.38,3.17,1.29,1.25,1.33,1.43,1.13,1.83,43%,25%,67%,36%,50%,17%,29%,25%,33%,43%,50%,33%,1.34,1.53,1.12,1.5,1.25,1.8,39%,50%,25%,3.06,2.4,3.88,1.44,1.4,1.5,1.61,2.38,2.38,72%,60%,88%,17%,20%,13%,17%,30%,0%,44%,50%,38%,1.62,1.75,1.45,1.44,1.15,1.81
Ituano,Vila,Brasil - Brasileirão Série B,"Sex, 26 Julho 2024",21:30,44%,33%,E D D V D,E V E D D,D D D E D,D E V V E,E V V V V,D V E D E,0.71,1.22,0.13,1.65,2.56,0.63,18%,33%,0%,3.18,2.78,3.63,1.12,1.22,1,2.06,1.56,2.63,47%,44%,50%,18%,33%,0%,41%,33%,50%,35%,44%,25%,1.17,1.28,1.04,1.79,1.66,1.93,47%,78%,13%,2.29,2.44,2.13,1.18,1.67,0.63,1.12,1.5,1.5,53%,56%,50%,24%,44%,0%,24%,0%,50%,59%,78%,38%,1.28,1.3,1.26,1.57,1.4,1.76
Barretos,Francana,Brasil - Copa Paulista,"Sex, 26 Julho 2024",20:00,50%,35%,E D E D E,E E,E D D,D E E V E,D E V,E E,0.6,1,0.33,1.2,1.33,1,0%,0%,0%,2.6,1,3.67,1,0.5,1.33,1.6,0.5,2.33,60%,50%,67%,20%,50%,0%,40%,50%,33%,0%,0%,0%,1.67,1.76,1.62,1.57,1.39,1.7,20%,33%,0%,1.6,2,1,0.8,1,0.5,0.8,0.5,0.5,40%,33%,50%,60%,67%,50%,40%,33%,50%,40%,33%,50%,1.71,1.54,1.96,1.7,1.52,1.97
Santo,Desportivo,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,D E D D V,D V V V V,D E D V E,V V E V E,V E V V D,V E V D V,1.77,2.5,1.14,2,1.86,2.17,54%,83%,29%,3.15,3.17,3.14,1.54,1.83,1.29,1.62,1.33,1.86,77%,83%,71%,15%,17%,14%,15%,0%,29%,62%,100%,29%,1.78,1.86,1.69,1.61,1.45,1.81,62%,57%,67%,3.31,3.86,2.67,2.38,2.71,2,0.92,0.67,0.67,54%,57%,50%,31%,14%,50%,23%,29%,17%,38%,43%,33%,2.16,2.31,1.85,1.19,1.04,1.49
Inter,XV,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,E E V E E,V E V V E,E E E E V,E D D E V,E D E D E,D V D V V,1.69,1.83,1.57,1.46,1.29,1.67,38%,50%,29%,3.54,3.67,3.43,1.92,2,1.86,1.62,1.67,1.57,92%,83%,100%,8%,17%,0%,8%,17%,0%,38%,50%,29%,1.71,1.77,1.64,1.61,1.62,1.61,38%,29%,50%,3.15,2.86,3.5,2.31,1.86,2.83,0.85,0.67,0.67,46%,57%,33%,46%,43%,50%,23%,14%,33%,31%,29%,33%,1.86,1.61,2.05,1.77,2.46,1.26
Referência,Marília,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,D E E D E,E E E D V,D E D V V,V E E D V,V E V E D,E D V V D,1.46,1,1.86,1.62,1.57,1.67,38%,17%,57%,3.38,2.67,4,1.62,1,2.14,1.77,1.67,1.86,62%,50%,71%,15%,17%,14%,31%,50%,14%,38%,17%,57%,1.86,1.89,1.84,1.67,1.52,1.82,46%,43%,50%,2.85,3.29,2.33,1.69,1.86,1.5,1.15,0.83,0.83,46%,57%,33%,38%,43%,33%,23%,14%,33%,54%,71%,33%,1.4,1.29,1.61,1.72,1.67,1.81
Guarani,XV,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,D E D V E,D V V V E,D E E V V,V D D D V,V D D E D,D V V D V,1.69,1.67,1.71,1.58,1.17,2,46%,50%,43%,3,3.83,2.29,1.92,2.33,1.57,1.08,1.5,0.71,54%,83%,29%,46%,17%,71%,15%,0%,29%,38%,50%,29%,2.07,2.34,1.63,1.45,1.63,1.16,50%,33%,67%,2.83,2.67,3,1.67,1.33,2,1.17,1,1,50%,67%,33%,17%,0%,33%,33%,33%,33%,58%,50%,67%,1.43,1.4,1.46,1.83,1.96,1.75
São,Taubaté,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,D E V V V,V V D V V,D E V E V,V D D V V,V D V V E,D V D D V,2.08,2.5,1.71,1.62,1.71,1.5,62%,83%,43%,1.85,2.17,1.57,1.31,1.67,1,0.54,0.5,0.57,31%,17%,43%,69%,83%,57%,8%,0%,14%,69%,83%,57%,1.6,1.64,1.56,1.62,1.53,1.72,46%,43%,50%,3.62,2.86,4.5,1.85,1.43,2.33,1.77,2.17,2.17,69%,71%,67%,15%,14%,17%,23%,29%,17%,38%,29%,50%,1.93,1.79,2.14,1.65,1.68,1.6
Novorizontino,José,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,V E V V V,E V V V V,V V V E V,D V D V V,D V V V V,D V E V V,2.71,2.67,2.75,2.15,2.14,2.17,86%,83%,88%,3.79,4.17,3.5,3.29,3.83,2.88,0.5,0.33,0.63,36%,33%,38%,64%,67%,63%,0%,0%,0%,86%,100%,75%,2.26,2.33,2.19,1.18,1.03,1.32,69%,71%,67%,3,2.57,3.5,2,1.71,2.33,1,1.17,1.17,38%,29%,50%,46%,57%,33%,15%,14%,17%,54%,71%,33%,1.66,1.55,1.79,1.31,1.36,1.26
Mirassol,Grêmio,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,D E E V V,E V V E V,D E V V V,V D V V D,V D V E V,V D V V V,2.31,2.33,2.29,2.21,2.38,2,69%,67%,71%,3.38,2.83,3.86,2.69,2.17,3.14,0.69,0.67,0.71,46%,50%,43%,54%,50%,57%,8%,17%,0%,69%,67%,71%,2.01,2.11,1.88,1.19,1.06,1.36,71%,75%,67%,3.07,3,3.17,1.79,1.75,1.83,1.29,1.33,1.33,57%,50%,67%,29%,38%,17%,14%,13%,17%,36%,50%,17%,1.69,1.73,1.68,1.44,1.6,1.39
Ferroviária,Portuguesa,Brasil - Campeonato Paulista Sub 20,"Sex, 26 Julho 2024",15:00,49%,63%,D D E D V,E D V V V,D D V V D,V D D V V,V D V V D,D V D D E,1.62,1.83,1.43,1.54,1.86,1.17,46%,50%,43%,3.62,4,3.29,2.77,3.5,2.14,0.85,0.5,1.14,38%,33%,43%,38%,50%,29%,31%,33%,29%,38%,33%,43%,2.79,3.06,2.67,1.19,1.12,1.22,46%,57%,33%,3.92,4.29,3.5,1.69,2.57,0.67,2.23,2.83,2.83,69%,100%,33%,15%,0%,33%,23%,0%,50%,46%,71%,17%,1.5,1.46,1.55,1.93,1.65,2.28
Minas,Contagem,Brasil - Campeonato Mineiro Sub 20,"Sex, 26 Julho 2024",10:00,32%,57%,E E V V D,E V D D D,E V D D D,V D V D D,V V D E V,D D V E D,0.8,0.8,0.8,1.4,2,0.8,20%,20%,20%,4,3.6,4.4,1.3,1,1.6,2.7,2.6,2.8,40%,20%,60%,20%,20%,20%,50%,60%,40%,20%,20%,20%,1.08,0.79,1.37,1.99,2.1,1.88,40%,60%,20%,3.4,4.2,2.6,1.6,2.4,0.8,1.8,1.8,1.8,40%,60%,20%,30%,40%,20%,40%,0%,80%,50%,80%,20%,1.42,1.79,0.86,1.61,1.22,2.19
Arda,Levski,Bulgária - Campeonato Búlgaro,"Sex, 26 Julho 2024",13:00,25%,25%,D,,D,V,V,,0,0,0,3,3,0,0%,0%,0%,1,0,1,0,0,0,1,0,1,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0.28,0,1.28,0.14,0,1.14,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.4,1.4,0,0.68,1.68,0
Levski,Botev,Bulgária - Campeonato Búlgaro,"Sex, 26 Julho 2024",15:15,25%,25%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,7,0,7,6,0,6,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.06,0,2.06,0.21,0,1.21,0%,0%,0%,4,4,0,1,1,0,3,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-0.11,0.89,0,0.49,1.49,0
York9,Atlético,Canadá - Campeonato Canadense,"Sex, 26 Julho 2024",20:00,59%,55%,E V V D V,V V E V V,E V D V D,E V D V E,E D V D E,V E V V E,1.6,2.29,1,1.93,1.67,2.33,47%,71%,25%,2.87,3.14,2.63,1.47,2,1,1.4,1.14,1.63,60%,57%,63%,13%,29%,0%,27%,14%,38%,60%,71%,50%,1.08,1.15,1.01,1.51,1.41,1.61,53%,44%,67%,2.87,3.22,2.33,1.87,1.89,1.83,1,0.5,0.5,60%,67%,50%,33%,22%,50%,7%,11%,0%,67%,56%,83%,1.49,1.48,1.49,1.2,1.21,1.18
Vancouver,Cavalry,Canadá - Campeonato Canadense,"Sex, 26 Julho 2024",23:00,59%,55%,E D E V D,E D D E V,E V E D V,E D V D E,E D E V E,V D E E E,1.33,1.5,1.14,1.2,1.38,1,33%,38%,29%,3.07,2.63,3.57,1.33,1.25,1.43,1.73,1.38,2.14,60%,50%,71%,13%,25%,0%,33%,38%,29%,20%,13%,29%,1.23,1.37,1.06,1.51,1.38,1.65,20%,25%,14%,1.93,2.25,1.57,1,1.25,0.71,0.93,0.86,0.86,67%,75%,57%,27%,25%,29%,20%,13%,29%,53%,63%,43%,1.43,1.63,1.21,1.04,1,1.09
Everton,Deportes,Chile - Campeonato Chileno,"Sex, 26 Julho 2024",20:00,50%,59%,V D D V E,D V E D V,V D V V D,V D D E V,V D V V D,D E E D D,1.5,1.57,1.44,1.69,2,1.38,44%,43%,44%,3.25,2.86,3.56,1.69,1.57,1.78,1.56,1.29,1.78,69%,57%,78%,25%,43%,11%,13%,14%,11%,50%,43%,56%,1.48,1.77,1.26,1.57,1.51,1.61,50%,63%,38%,3.69,3.25,4.13,1.94,1.75,2.13,1.75,2,2,75%,75%,75%,13%,13%,13%,13%,13%,13%,50%,38%,63%,1.63,1.69,1.58,1.47,1.25,1.69
Santiago,San,Chile - 2ª Divisão do Chile,"Sex, 26 Julho 2024",16:00,55%,56%,V V V V D,V V V E V,V D E E E,E E V V V,E V E D D,E V V D V,1.65,2.11,1.13,1.41,1,1.78,47%,67%,25%,2.82,3,2.63,1.59,1.89,1.25,1.24,1.11,1.38,65%,67%,63%,24%,22%,25%,18%,11%,25%,47%,56%,38%,1.58,1.65,1.51,1.79,1.63,1.96,41%,25%,56%,2.41,2.38,2.44,1.29,1,1.56,1.12,0.89,0.89,47%,38%,56%,35%,38%,33%,29%,38%,22%,53%,50%,56%,1.71,1.82,1.61,1.73,1.55,1.9
Rangers,Deportes,Chile - 2ª Divisão do Chile,"Sex, 26 Julho 2024",20:00,55%,56%,E D D E D,D D D D E,E E V V V,D D E E D,D E D E V,D E E V V,1.59,0.88,2.22,1.53,1,2.13,47%,25%,67%,2.65,3.38,2,1.47,1.63,1.33,1.18,1.75,0.67,53%,63%,44%,47%,38%,56%,12%,13%,11%,71%,50%,89%,1.6,1.76,1.46,1.64,1.37,1.87,41%,22%,63%,2.94,2.44,3.5,1.71,1.11,2.38,1.24,1.13,1.13,53%,44%,63%,24%,22%,25%,24%,33%,13%,65%,56%,75%,1.63,1.72,1.54,1.81,1.71,1.93
Shanghai,Nantong,China - Campeonato Chinês,"Sex, 26 Julho 2024",08:35,56%,57%,V V V V V,V V V V V,V V V V V,D D D V E,D D E D E,D V D D E,2.7,2.8,2.6,0.7,0.5,0.9,85%,90%,80%,4.05,4.6,3.5,3.2,3.5,2.9,0.85,1.1,0.6,55%,80%,30%,45%,20%,70%,5%,0%,10%,85%,80%,90%,2.39,2.53,2.24,1.14,1.24,1.03,15%,10%,20%,2.9,2.3,3.5,1,0.6,1.4,1.9,2.1,2.1,60%,40%,80%,10%,10%,10%,30%,50%,10%,30%,20%,40%,1.19,1.21,1.18,1.36,1.23,1.49
Shenzhen,Beijing,China - Campeonato Chinês,"Sex, 26 Julho 2024",09:00,56%,57%,V E E D V,V E V D D,E D V E D,V D D V V,V D V V V,D D E D V,1.05,0.9,1.2,1.85,2.2,1.5,25%,20%,30%,2.75,3.2,2.3,1,1,1,1.75,2.2,1.3,55%,60%,50%,20%,10%,30%,35%,40%,30%,20%,0%,40%,1.34,1.3,1.38,1.38,1.45,1.3,55%,70%,40%,3.15,3.8,2.5,1.9,2.6,1.2,1.25,1.3,1.3,65%,70%,60%,35%,30%,40%,5%,0%,10%,70%,60%,80%,1.47,1.81,1.12,1.57,1.4,1.73
Atlético,Leones,Colômbia - 2ª Divisão da Colômbia,"Sex, 26 Julho 2024",17:30,44%,44%,D D D D D,D D D D D,D D D D V,V E D D E,V E D E E,D E E V D,0.29,0,0.56,1,1,1,6%,0%,11%,2.41,2.5,2.33,0.29,0.13,0.44,2.12,2.38,1.89,18%,13%,22%,6%,0%,11%,76%,88%,67%,6%,0%,11%,1.29,1.3,1.29,1.59,1.8,1.41,18%,22%,13%,3,2.78,3.25,1.35,1.22,1.5,1.65,1.75,1.75,65%,56%,75%,24%,33%,13%,24%,22%,25%,41%,44%,38%,1.51,1.52,1.5,1.76,1.58,1.99
Real,Atlético,Colômbia - 2ª Divisão da Colômbia,"Sex, 26 Julho 2024",21:30,44%,44%,E V V D V,V V V D V,E V D E D,V V D V D,V V V D V,D D V D D,1.74,2.36,1.17,2.09,2.75,1.36,48%,73%,25%,1.96,2.36,1.58,1.22,1.82,0.67,0.74,0.55,0.92,30%,45%,17%,57%,55%,58%,30%,0%,58%,61%,91%,33%,1.51,1.57,1.46,1.11,1.02,1.2,70%,92%,45%,2.09,2,2.18,1.39,1.67,1.09,0.7,1.09,1.09,30%,25%,36%,52%,67%,36%,17%,8%,27%,70%,83%,55%,1.49,1.75,1.21,1.25,1.05,1.46
Jeju,Ulsan,Coreia do Sul - Campeonato Coreano,"Sex, 26 Julho 2024",07:30,55%,50%,D V D V D,V V V D D,D D D D V,D V D E D,V D V E V,D E D V E,1.21,1.75,0.67,1.75,2.25,1.25,38%,58%,17%,2.5,2.75,2.25,1.04,1.42,0.67,1.46,1.33,1.58,50%,50%,50%,25%,33%,17%,25%,17%,33%,50%,58%,42%,1.59,1.62,1.55,1.7,1.51,1.9,50%,67%,33%,2.83,2.92,2.75,1.67,2.08,1.25,1.17,1.5,1.5,54%,42%,67%,29%,50%,8%,17%,8%,25%,58%,83%,33%,1.68,1.9,1.45,1.41,1.37,1.46
