home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Rot-Weiss Essen,Alemannia Aachen,Alemanha - 3ª Divisão da Alemanha,"Sáb, 03 Agosto 2024",09:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Borussia Dortmund II,Unterhaching,Alemanha - 3ª Divisão da Alemanha,"Sáb, 03 Agosto 2024",09:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Verl,Wehen Wiesbaden,Alemanha - 3ª Divisão da Alemanha,"Sáb, 03 Agosto 2024",09:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Sandhausen,VfL Osnabrück,Alemanha - 3ª Divisão da Alemanha,"Sáb, 03 Agosto 2024",09:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Erzgebirge Aue,Hannover 96 II,Alemanha - 3ª Divisão da Alemanha,"Sáb, 03 Agosto 2024",09:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Hansa Rostock,Stuttgart II,Alemanha - 3ª Divisão da Alemanha,"Sáb, 03 Agosto 2024",11:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Vélez Sarsfield,Defensa y Justicia,Argentina - Campeonato Argentino,"Sáb, 03 Agosto 2024",15:00,43%,32%,V V V D E,V E V E V,V V D E D,D E E E E,D E E E V,E E D D E,1.75,2.33,1.4,0.63,0.75,0.5,50%,67%,40%,2.13,2,2.2,1.38,1.67,1.2,0.75,0.33,1,38%,33%,40%,50%,67%,40%,13%,0%,20%,63%,67%,60%,1.13,1.28,1.05,1.31,1.19,1.38,0%,0%,0%,2.38,2.5,2.25,0.88,1,0.75,1.5,1.5,1.5,75%,75%,75%,13%,25%,0%,25%,25%,25%,25%,25%,25%,1.38,1.38,1.37,1.34,1.25,1.44
Godoy Cruz,Argentinos Juniors,Argentina - Campeonato Argentino,"Sáb, 03 Agosto 2024",15:00,43%,32%,D V D E E,V E D D V,D D E E D,V D D V D,V D V V V,D D D E V,0.86,1.33,0.5,1.5,2.4,0,14%,33%,0%,1.71,2,1.5,0.57,1,0.25,1.14,1,1.25,43%,67%,25%,14%,0%,25%,57%,33%,75%,14%,0%,25%,1.24,1.49,1.06,1.29,1.2,1.35,50%,80%,0%,2.38,2.6,2,1,1.6,0,1.38,2,2,25%,40%,0%,25%,40%,0%,50%,20%,100%,38%,60%,0%,1.59,1.82,1.22,1.11,0.87,1.51
Talleres,Instituto,Argentina - Campeonato Argentino,"Sáb, 03 Agosto 2024",17:15,43%,32%,E E D V V,E V V E V,E D V E V,E D V V V,E V V E D,D V D V D,1.88,2.33,1.6,1.75,2,1.5,50%,67%,40%,2.75,2.33,3,1.63,1.67,1.6,1.13,0.67,1.4,63%,67%,60%,25%,33%,20%,25%,0%,40%,50%,67%,40%,1.36,1.3,1.4,1.32,1.42,1.25,50%,50%,50%,2,2.25,1.75,1.25,1.5,1,0.75,0.75,0.75,50%,75%,25%,25%,25%,25%,38%,25%,50%,38%,25%,50%,1.15,1.05,1.26,1.17,0.96,1.38
Independiente,San Lorenzo,Argentina - Campeonato Argentino,"Sáb, 03 Agosto 2024",19:15,43%,32%,D E D V E,E V E D E,D D E E V,E V E D D,E E D E D,V D D E D,0.88,1.25,0.5,0.86,0.75,1,13%,25%,0%,1.75,2.25,1.25,0.63,1,0.25,1.13,1.25,1,50%,75%,25%,38%,25%,50%,50%,25%,75%,13%,25%,0%,1.13,1.27,0.99,1.21,1.02,1.4,14%,0%,33%,1.71,1.75,1.67,0.71,0.75,0.67,1,1,1,57%,75%,33%,14%,0%,33%,29%,25%,33%,43%,25%,67%,1.51,2,0.87,1.32,1.29,1.35
Huracán,Racing,Argentina - Campeonato Argentino,"Sáb, 03 Agosto 2024",20:30,43%,32%,V E E V V,E V V V V,V E V E E,V D V D V,V V V V V,D D V E V,2.25,2.5,2,2,3,1,63%,75%,50%,1.63,1.5,1.75,1.25,1.25,1.25,0.38,0.25,0.5,38%,25%,50%,63%,75%,50%,13%,25%,0%,75%,75%,75%,1.2,1.2,1.2,1.3,1.22,1.39,63%,100%,25%,3.13,2.5,3.75,2.13,2.25,2,1,1.75,1.75,25%,25%,25%,50%,75%,25%,25%,0%,50%,63%,100%,25%,1.65,1.69,1.61,1.14,0.88,1.41
CA Guemes,Patronato,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",15:00,33%,28%,E V D E D,V E D E V,E D D D E,D D V V D,D V V V E,D D D D E,0.96,1.42,0.54,1.08,1.54,0.58,16%,33%,0%,1.56,1.83,1.31,0.6,0.92,0.31,0.96,0.92,1,40%,50%,31%,32%,33%,31%,48%,25%,69%,16%,33%,0%,1.35,1.62,1.09,1.27,1.2,1.32,24%,38%,8%,1.76,1.77,1.75,0.8,1.15,0.42,0.96,1.33,1.33,28%,31%,25%,40%,62%,17%,52%,38%,67%,32%,31%,33%,1.38,1.75,1.01,1.44,1.42,1.47
San Miguel,Guillermo Brown,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",15:00,33%,28%,D V D V E,V V E V V,D D E V D,V D E E E,V E E V D,D E V E E,1.56,2.33,0.85,1.12,1.38,0.83,40%,67%,15%,1.6,1.92,1.31,0.88,1.42,0.38,0.72,0.5,0.92,32%,42%,23%,44%,58%,31%,40%,17%,62%,44%,58%,31%,1.38,1.68,1.09,1.21,1.11,1.31,24%,31%,17%,1.76,1.85,1.67,0.8,0.92,0.67,0.96,1,1,48%,46%,50%,24%,31%,17%,44%,38%,50%,32%,38%,25%,1.15,1.3,1,1.7,1.52,1.9
Estudiantes Caseros,San Martín Tucumán,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",15:00,33%,28%,E D V D E,V E V V E,E D D E D,V V V D V,V V V V V,V D D E V,1.48,1.92,1.08,1.92,2.31,1.5,36%,50%,23%,1.48,1.83,1.15,0.84,1.25,0.46,0.64,0.58,0.69,32%,50%,15%,48%,50%,46%,40%,17%,62%,36%,50%,23%,1.29,1.36,1.23,1.21,1.08,1.32,56%,69%,42%,1.48,1.38,1.58,1,1.15,0.83,0.48,0.75,0.75,20%,15%,25%,68%,85%,50%,36%,23%,50%,56%,69%,42%,1.35,1.42,1.27,1.17,0.88,1.47
Defensores Unidos,Nueva Chicago,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",15:30,33%,28%,D D D V D,D V V D E,D D D E E,E V D V E,E D E V V,V V V E D,1.04,1.83,0.31,1.68,2.23,1.08,24%,50%,0%,1.84,2,1.69,0.76,1.25,0.31,1.08,0.75,1.38,36%,42%,31%,28%,42%,15%,52%,33%,69%,20%,33%,8%,1.22,1.38,1.09,1.38,1.27,1.48,48%,69%,25%,1.68,1.85,1.5,1.04,1.31,0.75,0.64,0.75,0.75,24%,23%,25%,52%,62%,42%,44%,23%,67%,52%,69%,33%,1.29,1.36,1.21,1.26,1.12,1.39
Deportivo Madryn,Deportivo Morón,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",15:30,33%,28%,E D E V D,D V V E V,E E D V E,E E V E E,E V E D V,E E E D D,1.4,1.58,1.23,1.2,1.46,0.92,36%,42%,31%,1.36,1.25,1.46,0.72,0.75,0.69,0.64,0.5,0.77,20%,8%,31%,56%,67%,46%,48%,50%,46%,40%,50%,31%,1.32,1.45,1.19,1.14,1.04,1.24,28%,38%,17%,1.8,1.77,1.83,0.8,0.92,0.67,1,1.17,1.17,32%,23%,42%,44%,54%,33%,48%,46%,50%,36%,38%,33%,1.24,1.28,1.21,1.45,1.24,1.66
Chaco For Ever,Almagro,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",17:00,33%,28%,E D D D D,D D D E V,E D D E D,V V V E E,V V E D E,V E E D D,0.88,1.5,0.31,1.12,1.62,0.58,20%,42%,0%,1.56,1.92,1.23,0.72,1.33,0.15,0.84,0.58,1.08,16%,17%,15%,32%,50%,15%,64%,42%,85%,32%,50%,15%,1.35,1.62,1.07,1.34,1.22,1.45,24%,38%,8%,1.72,1.31,2.17,0.64,0.77,0.5,1.08,1.67,1.67,32%,31%,33%,44%,62%,25%,48%,38%,58%,48%,54%,42%,1.1,1.09,1.12,1.41,1.17,1.65
Almirante Brown,Gimnasia y Tiro,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",19:10,33%,28%,D V V E E,V E D E D,D V E D V,V V E E D,V E D E D,V E V D E,0.96,0.83,1.08,1.48,1.77,1.17,20%,17%,23%,1.52,1.5,1.54,0.6,0.5,0.69,0.92,1,0.85,32%,25%,38%,40%,42%,38%,52%,58%,46%,32%,25%,38%,1.3,1.37,1.24,1.51,1.3,1.7,32%,46%,17%,1.16,1.31,1,0.64,0.77,0.5,0.52,0.5,0.5,20%,15%,25%,64%,69%,58%,48%,38%,58%,32%,46%,17%,1.24,1.34,1.12,1.36,1.07,1.7
Talleres Remedios,Arsenal de Sarandí,Argentina - 2ª Divisão da Argentina,"Sáb, 03 Agosto 2024",21:10,33%,28%,D V D E V,V V D E E,D D E E V,E D E D D,E E D D D,D D V D E,1.08,1.33,0.85,1.04,1.54,0.5,24%,33%,15%,1.68,1.92,1.46,0.68,0.83,0.54,1,1.08,0.92,36%,33%,38%,48%,58%,38%,44%,42%,46%,36%,42%,31%,1.45,1.42,1.47,1.4,1.21,1.58,24%,38%,8%,1.44,1.38,1.5,0.52,0.77,0.25,0.92,1.25,1.25,20%,23%,17%,40%,54%,25%,64%,54%,75%,28%,38%,17%,1.35,1.43,1.26,1.39,1.3,1.49
Deportivo Merlo,Flandria,Argentina - Prim B Metro,"Sáb, 03 Agosto 2024",15:00,42%,34%,V E D D D,E D E E E,V D D E D,V D E V D,V E D D V,D V D E V,1.11,1.43,0.79,1.43,1.5,1.36,25%,29%,21%,1.68,1.57,1.79,0.68,0.93,0.43,1,0.64,1.36,29%,43%,14%,36%,43%,29%,54%,36%,71%,25%,36%,14%,1.27,1.4,1.14,1.19,1.1,1.28,39%,43%,36%,1.82,1.71,1.93,0.93,0.93,0.93,0.89,1,1,32%,21%,43%,46%,57%,36%,36%,43%,29%,57%,57%,57%,1.24,1.29,1.19,1.24,1.11,1.37
Cañuelas,Sportivo Italiano,Argentina - Prim B Metro,"Sáb, 03 Agosto 2024",15:00,42%,34%,V E D E E,E E D D D,V D E D D,E E E E V,E E V E D,E E E D E,1,1.07,0.93,0.89,1,0.79,25%,29%,21%,2.11,1.79,2.43,0.82,0.71,0.93,1.29,1.07,1.5,46%,43%,50%,21%,21%,21%,46%,50%,43%,29%,29%,29%,1.4,1.53,1.26,1.32,1.25,1.39,11%,14%,7%,1.93,2.07,1.79,0.75,0.86,0.64,1.18,1.14,1.14,50%,57%,43%,25%,21%,29%,43%,36%,50%,29%,36%,21%,1.21,1.12,1.29,1.19,1,1.37
Argentino Quilmes,Deportivo Armenio,Argentina - Prim B Metro,"Sáb, 03 Agosto 2024",15:00,42%,34%,V V D E E,V D E E V,V E E V E,E V V E V,E V V D V,V E E V E,1.82,1.93,1.71,1.82,2.07,1.57,46%,50%,43%,1.79,1.79,1.79,1.21,1.29,1.14,0.57,0.5,0.64,43%,43%,43%,50%,50%,50%,25%,21%,29%,57%,71%,43%,1.41,1.6,1.23,1.21,1.04,1.37,50%,64%,36%,2.32,2.07,2.57,1.46,1.43,1.5,0.86,1.07,1.07,57%,36%,79%,29%,43%,14%,25%,36%,14%,57%,64%,50%,1.44,1.56,1.31,1.18,1.24,1.13
Ferro Carril Oeste LP,San Martín Mendoza,Argentina - Torneo Federal A,"Sáb, 03 Agosto 2024",15:00,36%,28%,E D E E D,D E D D E,E E D D E,E E D D D,E E D V V,D D D V D,0.7,0.7,0.7,1.22,1.44,1,10%,10%,10%,1.4,1.5,1.3,0.35,0.4,0.3,1.05,1.1,1,25%,30%,20%,40%,40%,40%,65%,60%,70%,20%,30%,10%,1.39,1.51,1.26,1.55,1.43,1.69,33%,33%,33%,1.22,0.89,1.56,0.56,0.56,0.56,0.67,1,1,17%,11%,22%,44%,67%,22%,56%,56%,56%,33%,44%,22%,1.4,1.67,1.19,1.38,1.28,1.46
Gutiérrez,Villa Mitre,Argentina - Torneo Federal A,"Sáb, 03 Agosto 2024",16:00,36%,28%,E V V E V,V E V V V,E V V E V,V D V E V,V V V E V,D E D V V,1.95,2.3,1.6,1.85,2.5,1.2,55%,70%,40%,1.7,2,1.4,1.05,1.3,0.8,0.65,0.7,0.6,45%,50%,40%,45%,40%,50%,20%,10%,30%,60%,70%,50%,1.51,1.86,1.16,1.38,1.43,1.34,55%,80%,30%,2.05,2.6,1.5,1.3,1.9,0.7,0.75,0.8,0.8,30%,40%,20%,50%,60%,40%,30%,10%,50%,50%,60%,40%,1.67,1.78,1.57,1.03,0.98,1.09
JJ Urquiza,General Lamadrid,Argentina - Primera C,"Sáb, 03 Agosto 2024",15:00,44%,39%,D E V V D,E V D V D,D V V D E,V E V D E,V V V V V,E D E E V,1.68,1.64,1.71,2,2.29,1.71,50%,50%,50%,2.29,1.86,2.71,1.46,1.21,1.71,0.82,0.64,1,43%,29%,57%,32%,36%,29%,32%,43%,21%,46%,50%,43%,1.33,1.27,1.38,1.35,1.33,1.37,57%,71%,43%,2.11,2.36,1.86,1.46,1.71,1.21,0.64,0.64,0.64,32%,43%,21%,61%,57%,64%,21%,0%,43%,61%,86%,36%,1.43,1.47,1.38,1.17,1.19,1.15
Real Pilar,Mercedes,Argentina - Primera C,"Sáb, 03 Agosto 2024",15:00,44%,39%,E E E V D,E V D E V,E E E E V,E E V D D,E V V E E,E D D V D,1.39,1.5,1.29,1.14,1.57,0.71,29%,36%,21%,2.43,2.29,2.57,1.39,1.36,1.43,1.04,0.93,1.14,57%,57%,57%,32%,36%,29%,25%,21%,29%,36%,43%,29%,1.59,1.7,1.46,1.32,1.26,1.39,25%,36%,14%,1.82,2.14,1.5,0.71,1.07,0.36,1.11,1.14,1.14,36%,50%,21%,36%,43%,29%,43%,21%,64%,39%,64%,14%,1.15,1.17,1.13,1.39,1.25,1.53
Argentino Rosario,Central Córdoba,Argentina - Primera C,"Sáb, 03 Agosto 2024",15:00,44%,39%,E V D D V,V D V V V,E D D E V,E D V E E,E V E V V,D E E D V,1.64,1.86,1.43,1.68,2.07,1.29,43%,50%,36%,2.5,2.5,2.5,1.57,1.71,1.43,0.93,0.79,1.07,50%,57%,43%,39%,29%,50%,21%,21%,21%,61%,64%,57%,1.56,1.76,1.36,1.41,1.34,1.47,43%,64%,21%,1.96,2.29,1.64,1.18,1.5,0.86,0.79,0.79,0.79,39%,29%,50%,46%,57%,36%,29%,21%,36%,54%,71%,36%,1.37,1.69,1.08,1.44,1.51,1.38
Deportivo Español,Juventud Unida,Argentina - Primera C,"Sáb, 03 Agosto 2024",15:00,44%,39%,V V D V V,V V V E V,V D D E E,D E E D D,D E E D E,E D D E E,1.64,2.21,1.07,0.61,0.64,0.57,39%,64%,14%,1.96,2.64,1.29,1.18,1.79,0.57,0.79,0.86,0.71,46%,57%,36%,46%,43%,50%,36%,14%,57%,50%,71%,29%,1.38,1.29,1.45,1.19,0.99,1.37,7%,7%,7%,1.96,2.07,1.86,0.57,0.64,0.5,1.39,1.36,1.36,46%,50%,43%,18%,21%,14%,50%,50%,50%,21%,29%,14%,1.23,1.26,1.21,1.23,1.15,1.31
Defensores de Cambaceres,Puerto Nuevo,Argentina - Primera C,"Sáb, 03 Agosto 2024",15:00,44%,39%,E E D V V,E V V V D,E D E D V,E D V D D,E V E E D,D D D V V,1.32,1.5,1.14,1,1,1,29%,29%,29%,1.68,1.57,1.79,0.79,0.86,0.71,0.89,0.71,1.07,39%,43%,36%,39%,50%,29%,46%,43%,50%,36%,43%,29%,1.35,1.42,1.29,1.36,1.16,1.55,21%,21%,21%,2.32,1.86,2.79,1,0.79,1.21,1.32,1.57,1.57,46%,29%,64%,25%,43%,7%,39%,50%,29%,36%,36%,36%,1.37,1.38,1.36,1.35,1.26,1.45
Victoriano Arenas,Central Ballester,Argentina - Primera C,"Sáb, 03 Agosto 2024",15:00,44%,39%,V E E V E,E V E D V,V E D D E,D E V E E,D V E V V,E E E D E,1.29,1.43,1.14,1.3,1.29,1.31,29%,36%,21%,1.64,1.86,1.43,0.82,0.93,0.71,0.82,0.93,0.71,43%,50%,36%,43%,43%,43%,39%,29%,50%,39%,36%,43%,1.44,1.54,1.35,1.3,1.4,1.2,30%,29%,31%,1.78,1.86,1.69,0.81,0.86,0.77,0.96,0.92,0.92,33%,43%,23%,48%,43%,54%,48%,43%,54%,30%,29%,31%,1.19,1.03,1.38,1.33,1.32,1.34
Racing Feminino,UAI Urquiza Feminino,Argentina - Campeonato Argentino Feminino,"Sáb, 03 Agosto 2024",11:00,39%,44%,E V V V E,E V E E V,V V V E E,D V E V V,V V V V D,D E V E D,2.12,1.88,2.33,1.35,2,0.63,59%,50%,67%,2.53,2.88,2.22,1.94,2.13,1.78,0.59,0.75,0.44,47%,50%,44%,53%,50%,56%,12%,13%,11%,71%,50%,89%,1.73,1.86,1.62,1.16,1.11,1.21,41%,67%,13%,2.41,1.89,3,1.18,1.44,0.88,1.24,2.13,2.13,18%,0%,38%,47%,67%,25%,41%,33%,50%,41%,67%,13%,1.49,1.59,1.35,1.42,1.45,1.38
SAT Feminino,Excursionistas Feminino,Argentina - Campeonato Argentino Feminino,"Sáb, 03 Agosto 2024",15:00,39%,44%,V D D D D,V D D D D,D D D V V,D D D D D,D D D D D,D D D D D,1.18,0.88,1.44,0,0,0,35%,25%,44%,2.35,2.38,2.33,1.12,1.13,1.11,1.24,1.25,1.22,41%,38%,44%,12%,13%,11%,53%,63%,44%,24%,25%,22%,1.16,1.12,1.19,1.56,1.46,1.66,0%,0%,0%,4.24,3.56,5,0.18,0,0.38,4.06,4.63,4.63,12%,0%,25%,0%,0%,0%,88%,100%,75%,0%,0%,0%,0.75,0.7,0.81,2.41,2.15,2.77
Ararat,Alashkert,Armênia - Campeonato da Armênia,"Sáb, 03 Agosto 2024",12:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Lambton Jaffas,Edgeworth Eagles,Austrália - Northern NSW NPL,"Sáb, 03 Agosto 2024",01:30,55%,69%,D V D D V,V D V V V,D D E E V,V V E V V,V V V V D,E V V V V,2.32,2.67,2,2.05,1.9,2.22,74%,89%,60%,3.74,4.11,3.4,2.47,2.78,2.2,1.26,1.33,1.2,63%,56%,70%,32%,33%,30%,5%,11%,0%,84%,89%,80%,2.39,2.31,2.46,1.39,1.59,1.2,63%,60%,67%,3.05,3.2,2.89,2.26,2.4,2.11,0.79,0.78,0.78,26%,10%,44%,63%,70%,56%,16%,30%,0%,68%,60%,78%,2.17,2.07,2.28,1.45,1.3,1.62
Hamilton Olympic,Weston Bears,Austrália - Northern NSW NPL,"Sáb, 03 Agosto 2024",01:30,55%,69%,D E V V V,D E V D E,V V V D V,V V V D E,V V V E D,D V V D D,1.67,1.33,2,1.44,1.6,1.25,50%,33%,67%,2.67,2.56,2.78,1.33,1.22,1.44,1.33,1.33,1.33,61%,78%,44%,17%,11%,22%,28%,22%,33%,56%,44%,67%,1.8,1.54,2.06,1.62,1.52,1.73,44%,50%,38%,3.11,3.6,2.5,1.83,2.5,1,1.28,1.5,1.5,44%,50%,38%,33%,30%,38%,28%,20%,38%,50%,60%,38%,1.81,2,1.61,1.69,1.57,1.82
Lake Macquarie,Charlestown City Blues,Austrália - Northern NSW NPL,"Sáb, 03 Agosto 2024",03:00,55%,69%,D D D D E,D D D D D,D E D D D,E E D D D,E D D V V,E D E V D,0.21,0,0.4,1.67,1.6,1.75,5%,0%,10%,4.26,4.44,4.1,0.79,0.89,0.7,3.47,3.56,3.4,63%,67%,60%,0%,0%,0%,37%,33%,40%,16%,11%,20%,1.36,1.26,1.46,3.29,3.48,3.1,50%,50%,50%,3.06,3.6,2.38,1.83,2.1,1.5,1.22,0.88,0.88,56%,70%,38%,44%,30%,63%,6%,0%,13%,50%,50%,50%,1.68,1.7,1.66,1.6,1.72,1.45
Valentine,Adamstown Rosebuds,Austrália - Northern NSW NPL,"Sáb, 03 Agosto 2024",04:00,55%,69%,V E D D E,V E V D D,E D D V D,D D D D E,D E D D D,D D D V V,1.42,1.44,1.4,0.47,0.22,0.7,42%,44%,40%,2.84,3.44,2.3,1.53,1.89,1.2,1.32,1.56,1.1,32%,44%,20%,42%,33%,50%,32%,22%,40%,47%,44%,50%,1.79,2.05,1.56,1.73,1.8,1.67,11%,0%,20%,4.63,4.56,4.7,0.89,0.89,0.9,3.74,3.8,3.8,53%,56%,50%,0%,0%,0%,47%,44%,50%,21%,22%,20%,1.31,1.33,1.29,2.53,2.36,2.69
Maitland,New Lambton,Austrália - Northern NSW NPL,"Sáb, 03 Agosto 2024",05:00,55%,69%,D D V D V,D D E D D,D V D V V,D D V D V,V D E D V,D D V V D,1.26,0.67,1.8,0.78,0.78,0.78,37%,11%,60%,4,3,4.9,1.84,1,2.6,2.16,2,2.3,63%,56%,70%,11%,11%,10%,26%,33%,20%,32%,22%,40%,1.85,1.86,1.84,2.06,2.28,1.86,22%,22%,22%,2.67,2.22,3.11,0.83,0.78,0.89,1.83,2.22,2.22,56%,56%,56%,6%,0%,11%,39%,44%,33%,39%,33%,44%,1.15,1.12,1.17,2.06,1.99,2.12
Sutherland Sharks,Central Coast II,Austrália - New South Wales NPL,"Sáb, 03 Agosto 2024",03:30,60%,68%,V E V D D,E D V E D,V V D V E,E E V V D,E E V D V,V D V D D,0.96,1,0.93,0.88,1.21,0.5,23%,25%,21%,2.81,2.25,3.29,1.08,0.58,1.5,1.73,1.67,1.79,54%,25%,79%,27%,42%,14%,35%,58%,14%,35%,33%,36%,1.52,1.46,1.58,1.83,1.92,1.76,23%,29%,17%,3.65,3.79,3.5,1.46,1.86,1,2.19,2.5,2.5,69%,79%,58%,4%,7%,0%,27%,14%,42%,27%,36%,17%,1.52,1.65,1.35,2.02,2.03,2.02
APIA Leichhardt Tigers,Western Sydney W. II,Austrália - New South Wales NPL,"Sáb, 03 Agosto 2024",04:30,60%,68%,D D E E D,E V V D V,D D E D D,D D D E D,D D D D V,D D E D D,1.85,2.27,1.53,1.46,1.5,1.42,58%,73%,47%,4.08,4.27,3.93,2.58,2.73,2.47,1.5,1.55,1.47,65%,73%,60%,23%,27%,20%,12%,0%,20%,58%,73%,47%,2.24,2.17,2.29,1.41,1.51,1.34,46%,50%,42%,4.27,4.57,3.92,2.19,2.29,2.08,2.08,1.83,1.83,54%,57%,50%,19%,14%,25%,31%,29%,33%,46%,36%,58%,1.84,1.91,1.76,2.02,1.89,2.16
NWS Spirit,Manly United,Austrália - New South Wales NPL,"Sáb, 03 Agosto 2024",04:30,60%,68%,D D V D D,D D D V V,D V D V D,D D V D D,D D D V V,V D D D E,1.04,1.31,0.77,1.12,1.5,0.67,31%,38%,23%,3.04,2.38,3.69,1.19,1.08,1.31,1.85,1.31,2.38,65%,62%,69%,23%,31%,15%,19%,15%,23%,35%,46%,23%,1.62,1.6,1.63,1.82,1.74,1.9,31%,43%,17%,2.65,2.43,2.92,1,1.14,0.83,1.65,2.08,2.08,50%,43%,58%,19%,29%,8%,31%,29%,33%,50%,71%,25%,1.53,1.49,1.57,1.94,1.79,2.11
St. George Saints,Marconi Stallions,Austrália - New South Wales NPL,"Sáb, 03 Agosto 2024",06:00,60%,68%,V D D E D,D E D D E,V D D E D,V V D V V,V D E V D,V V V V D,1,1.31,0.69,2.04,2.15,1.92,23%,31%,15%,3.27,3,3.54,1.19,1.38,1,2.08,1.62,2.54,58%,69%,46%,12%,15%,8%,38%,23%,54%,42%,46%,38%,1.42,1.52,1.33,1.95,1.76,2.13,65%,69%,62%,3.58,3.85,3.31,2.35,2.69,2,1.23,1.31,1.31,58%,54%,62%,31%,38%,23%,12%,8%,15%,81%,92%,69%,1.68,1.85,1.5,1.53,1.32,1.74
St George City FA,Hills Brumbies,Austrália - New South Wales NPL,"Sáb, 03 Agosto 2024",06:15,60%,68%,E V V D V,V D D D V,E V V V D,D V D V D,D V D D D,V D D D D,1.65,1.64,1.67,0.92,1.29,0.5,50%,50%,50%,2.92,2.86,3,1.5,1.64,1.33,1.42,1.21,1.67,62%,57%,67%,23%,29%,17%,15%,14%,17%,46%,50%,42%,1.91,2.07,1.73,1.48,1.37,1.62,31%,43%,17%,3.46,3.29,3.67,1.23,1.57,0.83,2.23,2.83,2.83,50%,57%,42%,12%,14%,8%,38%,29%,50%,42%,50%,33%,1.33,1.35,1.3,1.94,1.94,1.95
