home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Riverside Olympic,Kingborough Lions,Austrália - Tasmania NPL,"Sáb, 03 Agosto 2024",03:30,66%,83%,D V V E D,E V D D V,D V V D D,D V V D V,D D V V E,V V V D E,0.93,1.17,0.75,1.8,1.63,2,29%,33%,25%,5.07,4.33,5.63,1.64,2,1.38,3.43,2.33,4.25,71%,83%,63%,7%,0%,13%,21%,17%,25%,50%,50%,50%,1.85,2.03,1.74,1.86,1.64,2,53%,50%,57%,5.4,5.38,5.43,3.33,3.13,3.57,2.07,1.86,1.86,73%,63%,86%,27%,38%,14%,7%,13%,0%,33%,25%,43%,1.92,1.75,2.09,2.03,1.83,2.22
Devonport City,Launceston United,Austrália - Tasmania NPL,"Sáb, 03 Agosto 2024",03:30,66%,83%,V D D E V,D V V E E,V D E V V,D D D D D,D D D D D,D D D D D,1.93,1.71,2.13,0,0,0,53%,43%,63%,3.87,2.43,5.13,2.73,1.71,3.63,1.13,0.71,1.5,53%,57%,50%,40%,43%,38%,20%,14%,25%,67%,71%,63%,2.13,2.6,1.47,1.12,1.17,1.05,0%,0%,0%,5.93,6.44,5.17,0.6,0.78,0.33,5.33,4.83,4.83,40%,44%,33%,0%,0%,0%,60%,56%,67%,27%,22%,33%,0.93,1.25,0.68,2.78,2.84,2.72
Glenorchy Knights,Launceston City,Austrália - Tasmania NPL,"Sáb, 03 Agosto 2024",03:45,66%,83%,V V V V D,V V V V E,V V D E E,V V V E D,V V V D E,E D V V D,2.27,2.67,2,1.5,1.63,1.33,67%,83%,56%,5.33,6,4.89,4.27,5,3.78,1.07,1,1.11,67%,67%,67%,33%,33%,33%,0%,0%,0%,80%,83%,78%,2.41,2.66,2.22,1.26,1.22,1.28,43%,50%,33%,3.29,3.63,2.83,1.79,1.88,1.67,1.5,1.17,1.17,64%,75%,50%,29%,13%,50%,14%,13%,17%,36%,25%,50%,1.49,1.54,1.42,1.66,1.57,1.79
Croydon Kings,Adelaide Comets,Austrália - South Australia NPL,"Sáb, 03 Agosto 2024",02:00,64%,70%,D V D D V,V D V D V,D D V E E,V D E E E,V E E V E,D E E D V,1.25,1.6,0.9,1.6,1.9,1.3,35%,50%,20%,4.05,4,4.1,1.75,1.9,1.6,2.3,2.1,2.5,70%,70%,70%,20%,20%,20%,15%,10%,20%,50%,60%,40%,1.87,2.04,1.7,1.63,1.69,1.58,40%,50%,30%,3.35,3.5,3.2,2.1,2.3,1.9,1.25,1.3,1.3,60%,70%,50%,30%,30%,30%,15%,10%,20%,40%,40%,40%,1.84,1.87,1.81,1.55,1.58,1.51
Para Hills Knights,Campbelltown City,Austrália - South Australia NPL,"Sáb, 03 Agosto 2024",02:30,64%,70%,D E E D D,E D E V V,D E D E D,V V E E E,V E V E D,V E E E V,1.1,1.2,1,1.75,1.6,1.9,25%,30%,20%,3.35,3.2,3.5,1.5,1.3,1.7,1.85,1.9,1.8,60%,50%,70%,25%,30%,20%,25%,30%,20%,45%,50%,40%,1.53,1.49,1.57,1.9,1.9,1.9,45%,40%,50%,3.55,3.7,3.4,2.05,1.9,2.2,1.5,1.2,1.2,60%,70%,50%,30%,20%,40%,10%,10%,10%,60%,50%,70%,1.69,1.79,1.59,1.64,1.84,1.44
Adelaide United II,White City Woodville,Austrália - South Australia NPL,"Sáb, 03 Agosto 2024",02:30,64%,70%,D V V E D,V E D E D,D V D E V,V D V V E,V V D V E,D V E E D,1.3,0.9,1.7,1.4,1.4,1.4,35%,20%,50%,5,4.5,5.5,2.25,1.7,2.8,2.75,2.8,2.7,80%,60%,100%,5%,10%,0%,15%,30%,0%,60%,60%,60%,2.06,1.95,2.18,2.12,2,2.25,40%,40%,40%,3.5,3.3,3.7,1.85,1.7,2,1.65,1.7,1.7,70%,50%,90%,15%,20%,10%,15%,30%,0%,45%,50%,40%,1.69,1.64,1.75,1.68,1.41,1.94
MetroStars,Adelaide City,Austrália - South Australia NPL,"Sáb, 03 Agosto 2024",04:30,64%,70%,V V E V V,V E V E V,V V E E E,V D D E V,V D V V V,D E V V V,2,2.2,1.8,1.45,1.6,1.3,55%,60%,50%,3.6,3.6,3.6,2.4,2.4,2.4,1.2,1.2,1.2,60%,70%,50%,35%,30%,40%,15%,10%,20%,65%,80%,50%,2.09,1.99,2.2,1.35,1.25,1.45,45%,50%,40%,3.1,3.1,3.1,1.65,1.8,1.5,1.45,1.6,1.6,45%,50%,40%,20%,30%,10%,35%,20%,50%,50%,60%,40%,1.75,1.58,1.9,1.38,1.4,1.37
Adelaide Olympic,South Adelaide Panthers,Austrália - South Australia NPL,"Sáb, 03 Agosto 2024",05:30,64%,70%,V D V E D,V V D V D,D E D D V,D D D E E,D D E E D,D E V D D,1.05,1.2,0.9,0.55,0.3,0.8,30%,40%,20%,3.65,4.5,2.8,1.35,1.7,1,2.3,2.8,1.8,65%,80%,50%,10%,0%,20%,30%,20%,40%,30%,40%,20%,1.5,1.68,1.32,1.9,1.91,1.88,10%,0%,20%,4.35,4.3,4.4,1.4,1.3,1.5,2.95,2.9,2.9,75%,80%,70%,0%,0%,0%,25%,20%,30%,30%,30%,30%,1.48,1.68,1.28,2.18,2.3,2.07
Cooma Tigers,Canberra,Austrália - Capital Territory NPL,"Sáb, 03 Agosto 2024",02:00,54%,79%,E D D D V,D V E E D,E D D V V,D V V V V,D V V V V,V V V V V,1.47,1.29,1.63,2,1.63,2.38,40%,29%,50%,3.6,3.14,4,2.07,1.57,2.5,1.53,1.57,1.5,60%,57%,63%,27%,14%,38%,13%,29%,0%,67%,57%,75%,1.85,1.77,1.93,1.59,1.5,1.68,63%,50%,75%,3.94,3.63,4.25,2.56,2,3.13,1.38,1.13,1.13,69%,75%,63%,31%,25%,38%,6%,13%,0%,56%,25%,88%,2.18,1.92,2.45,1.37,1.44,1.29
O'Connor Knights,Tuggeranong United,Austrália - Capital Territory NPL,"Sáb, 03 Agosto 2024",02:00,54%,79%,V V V V D,V V D D V,V V D V E,E D D V E,E D V V D,D E D E E,2.13,2.14,2.13,1.19,1.63,0.75,67%,71%,63%,3.53,3.86,3.25,2.07,2.29,1.88,1.47,1.57,1.38,80%,71%,88%,20%,29%,13%,7%,0%,13%,60%,57%,63%,1.74,1.82,1.66,1.36,1.43,1.31,31%,50%,13%,3.25,3.75,2.75,1.5,2.25,0.75,1.75,2,2,56%,50%,63%,19%,38%,0%,25%,13%,38%,44%,50%,38%,1.62,1.67,1.58,1.78,1.66,1.88
SRC Altach,WSG Wattens,Áustria - Campeonato Austríaco,"Sáb, 03 Agosto 2024",12:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Hartberg,LASK Linz,Áustria - Campeonato Austríaco,"Sáb, 03 Agosto 2024",12:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Wolfsberger AC,Austria Klagenfurt,Áustria - Campeonato Austríaco,"Sáb, 03 Agosto 2024",14:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Austria Lustenau,Lafnitz,Áustria - 2ª Divisão da Áustria,"Sáb, 03 Agosto 2024",09:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Sturm Graz II,Schwarz-Weiß Bregenz,Áustria - 2ª Divisão da Áustria,"Sáb, 03 Agosto 2024",15:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
KV Mechelen,KVC Westerlo,Bélgica - Campeonato Belga,"Sáb, 03 Agosto 2024",11:00,13%,13%,E,,E,V,V,,1,0,1,3,3,0,0%,0%,0%,2,0,2,1,0,1,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-0.22,0,0.78,1.35,0,2.35,100%,100%,0%,3,3,0,3,3,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.27,1.27,0,0.51,1.51,0
OH Leuven,Genk,Bélgica - Campeonato Belga,"Sáb, 03 Agosto 2024",13:15,13%,13%,E,,E,E,E,,1,0,1,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,0.07,0,1.07,-0.55,0,0.45,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,0.58,1.58,0,-0.41,0.59,0
Sint-Truiden,Sporting Charleroi,Bélgica - Campeonato Belga,"Sáb, 03 Agosto 2024",15:45,13%,13%,D,,D,D,D,,0,0,0,0,0,0,0%,0%,0%,1,0,1,0,0,0,1,0,1,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,-0.73,0,0.27,0.37,0,1.37,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,0.65,1.65,0,0.29,1.29,0
Gomel,Slutsk,Bielorrúsia - Campeonato Bielorrusso,"Sáb, 03 Agosto 2024",10:30,43%,38%,V E D D E,V D E E V,E D V E V,V V D D D,V D V D V,V D D D V,1.4,1.14,1.63,1.07,1.25,0.86,33%,29%,38%,2.13,2.29,2,1.33,1.43,1.25,0.8,0.86,0.75,40%,29%,50%,47%,57%,38%,33%,43%,25%,47%,43%,50%,1.51,1.52,1.49,1.28,1.2,1.34,33%,38%,29%,2.93,2.63,3.29,0.93,0.88,1,2,2.29,2.29,40%,38%,43%,20%,38%,0%,40%,25%,57%,40%,38%,43%,1.2,1.15,1.27,1.54,1.59,1.49
Dnepr Mogilev,Slavia,Bielorrúsia - Campeonato Bielorrusso,"Sáb, 03 Agosto 2024",14:00,43%,38%,D E D D D,D D D E D,E D D D E,D E V E E,E E E D V,D V E D D,0.53,0.29,0.75,1.53,1.63,1.43,7%,0%,13%,2.53,2.14,2.88,0.73,0.57,0.88,1.8,1.57,2,53%,43%,63%,20%,14%,25%,40%,57%,25%,13%,0%,25%,1.25,1.24,1.25,1.53,1.53,1.53,40%,38%,43%,2.4,1.88,3,1.33,1.25,1.43,1.07,1.57,1.57,47%,50%,43%,27%,38%,14%,33%,25%,43%,53%,63%,43%,1.27,1.35,1.2,1.22,1.06,1.38
Gualberto Villarroel SJ,Oriente Petrolero,Bolívia - Campeonato Boliviano,"Sáb, 03 Agosto 2024",16:00,57%,53%,D D V D V,V V E D V,D D D V D,V V V V D,V V D V V,V V D D D,1.17,1.75,0.7,1.56,2,1.13,33%,50%,20%,3.28,3.38,3.2,1.44,1.88,1.1,1.83,1.5,2.1,61%,63%,60%,11%,25%,0%,28%,13%,40%,39%,63%,20%,1.49,1.65,1.36,1.82,1.47,2.1,50%,63%,38%,2.69,1.75,3.63,1.25,1,1.5,1.44,2.13,2.13,56%,38%,75%,25%,38%,13%,25%,38%,13%,63%,63%,63%,1.62,1.72,1.51,1.38,1.08,1.69
Royal Pari,Bolívar,Bolívia - Campeonato Boliviano,"Sáb, 03 Agosto 2024",21:00,57%,53%,D V E V D,V E D E E,D V D D D,V D E V V,V E V V E,D V E V D,1.07,0.86,1.29,1.89,2.33,1.44,29%,14%,43%,2.43,2.14,2.71,1.07,0.86,1.29,1.36,1.29,1.43,43%,57%,29%,29%,14%,43%,36%,43%,29%,36%,29%,43%,1.38,1.45,1.31,1.39,1.08,1.7,56%,67%,44%,3.28,4,2.56,2.22,2.89,1.56,1.06,1,1,61%,67%,56%,33%,33%,33%,11%,11%,11%,61%,67%,56%,1.81,2.25,1.38,1.41,1.36,1.46
GOŠK Gabela,Radnik Bijeljina,Bósnia e Herzegovina - Campeonato da Bósnia,"Sáb, 03 Agosto 2024",13:45,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Željezničar,Široki Brijeg,Bósnia e Herzegovina - Campeonato da Bósnia,"Sáb, 03 Agosto 2024",16:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Botafogo-SP,Coritiba,Brasil - Brasileirão Série B,"Sáb, 03 Agosto 2024",17:00,45%,33%,E D E D D,E D E V V,E D D D V,V D D D E,V D E E V,D D D E D,1.06,1.22,0.89,1.28,2,0.38,22%,22%,22%,2.33,1.44,3.22,0.89,0.78,1,1.44,0.67,2.22,50%,33%,67%,28%,44%,11%,33%,44%,22%,39%,44%,33%,1.3,1.41,1.19,1.3,1.12,1.48,33%,60%,0%,1.83,1.9,1.75,0.89,1.3,0.38,0.94,1.38,1.38,33%,30%,38%,33%,50%,13%,39%,20%,63%,44%,60%,25%,1.6,1.74,1.4,1.38,1.2,1.64
Amazonas,Ituano,Brasil - Brasileirão Série B,"Sáb, 03 Agosto 2024",21:30,45%,33%,E E V D E,E D V D V,E V E E D,E E D D V,E E V E D,D D D E D,1.24,1.56,0.88,0.72,1.2,0.13,29%,44%,13%,1.82,2.11,1.5,0.82,1.11,0.5,1,1,1,47%,56%,38%,35%,33%,38%,29%,11%,50%,53%,67%,38%,1.27,1.49,1.02,1.37,1.25,1.51,17%,30%,0%,3,2.5,3.63,1.06,1.1,1,1.94,2.63,2.63,44%,40%,50%,22%,40%,0%,44%,40%,50%,33%,40%,25%,1.16,1.25,1.04,1.76,1.63,1.93
Volta Redonda,Tombense,Brasil - Brasileirão Série C,"Sáb, 03 Agosto 2024",17:00,50%,43%,D V D V E,V D E V V,D V V D V,E E D E E,E E E V V,D E D D E,1.93,2,1.86,1.4,2,0.71,60%,63%,57%,3.13,3.13,3.14,1.73,1.75,1.71,1.4,1.38,1.43,73%,75%,71%,27%,25%,29%,0%,0%,0%,87%,88%,86%,1.59,1.9,1.24,1.73,1.58,1.9,33%,50%,14%,2.07,1.5,2.71,1.13,1.13,1.14,0.93,1.57,1.57,40%,38%,43%,47%,63%,29%,33%,25%,43%,47%,50%,43%,1.28,1.36,1.18,1.31,1.3,1.33
Botafogo-PB,Figueirense,Brasil - Brasileirão Série C,"Sáb, 03 Agosto 2024",17:00,50%,43%,E V V E D,V V E V V,E D E E V,V E D E D,V E V E D,E D D V D,2.13,2.5,1.71,1.47,2,1,60%,75%,43%,2.8,3.13,2.43,1.73,2,1.43,1.07,1.13,1,67%,63%,71%,27%,38%,14%,7%,0%,14%,67%,75%,57%,1.38,1.58,1.15,1.67,1.42,1.97,40%,57%,25%,2.13,1.57,2.63,1.07,1.14,1,1.07,1.63,1.63,47%,29%,63%,33%,57%,13%,27%,29%,25%,53%,71%,38%,1.53,1.75,1.33,1.48,1.41,1.55
ABC,São José,Brasil - Brasileirão Série C,"Sáb, 03 Agosto 2024",19:30,50%,43%,E D V D E,E V D V D,D E E E V,D D D D E,D E D D D,D D D D D,1.13,1.25,1,0.33,0.5,0.14,27%,38%,14%,1.87,2,1.71,0.87,0.75,1,1,1.25,0.71,33%,25%,43%,27%,25%,29%,47%,50%,43%,33%,50%,14%,1.31,1.36,1.26,1.27,1.02,1.55,7%,13%,0%,1.93,1.75,2.14,0.53,0.5,0.57,1.4,1.57,1.57,33%,25%,43%,13%,25%,0%,60%,63%,57%,13%,13%,14%,1.21,1.3,1.12,1.27,1.23,1.33
Athletic,Confiança,Brasil - Brasileirão Série C,"Sáb, 03 Agosto 2024",19:30,50%,43%,E E V E V,V D V V V,E E E V D,D V E E V,V E V D V,D E D D D,2,2.57,1.5,1.07,1.5,0.57,60%,86%,38%,3.13,3.29,3,2,2.14,1.88,1.13,1.14,1.13,60%,71%,50%,40%,29%,50%,7%,0%,13%,60%,57%,63%,1.64,1.77,1.54,1.16,1,1.3,27%,38%,14%,2.33,2.25,2.43,1.13,1.38,0.86,1.2,1.57,1.57,47%,50%,43%,13%,25%,0%,47%,38%,57%,33%,38%,29%,1.36,1.42,1.28,1.55,1.58,1.53
Nova Iguaçu,CRAC,Brasil - Brasileirão Série D,"Sáb, 03 Agosto 2024",15:00,43%,40%,V V V V V,V V V E V,V V V V E,D E D V E,D E V V V,D E E E V,2.27,2.71,1.88,1.47,1.75,1.14,67%,86%,50%,1.67,2,1.38,1.33,1.86,0.88,0.33,0.14,0.5,27%,14%,38%,67%,86%,50%,13%,0%,25%,67%,86%,50%,1.44,1.73,1.2,1.33,1.27,1.39,33%,50%,14%,1.47,1.63,1.29,0.87,1.13,0.57,0.6,0.71,0.71,33%,25%,43%,53%,63%,43%,40%,38%,43%,33%,50%,14%,1.56,1.84,1.24,1.29,1.28,1.31
Manauara,Tocantinópolis,Brasil - Brasileirão Série D,"Sáb, 03 Agosto 2024",16:00,43%,40%,E V V E E,V E V V V,E V E E V,E V D E D,E V E D E,D D E V D,2.33,2.71,2,1.33,1.88,0.71,67%,86%,50%,2.8,3.57,2.13,2.33,3,1.75,0.47,0.57,0.38,47%,57%,38%,53%,43%,63%,20%,14%,25%,60%,71%,50%,1.98,2.19,1.8,1.26,1.17,1.34,33%,50%,14%,2.27,2,2.57,1,1.25,0.71,1.27,1.86,1.86,40%,38%,43%,40%,50%,29%,33%,25%,43%,33%,38%,29%,1.2,1.08,1.37,1.53,1.22,1.95
Iguatu,Jacuipense,Brasil - Brasileirão Série D,"Sáb, 03 Agosto 2024",16:00,43%,40%,E V D V V,V V V V V,E D V E D,E V V D V,E V V D V,V D D D V,1.87,3,0.88,1.6,2.13,1,53%,100%,13%,1.47,1.43,1.5,0.93,1.43,0.5,0.53,0,1,13%,0%,25%,73%,100%,50%,33%,0%,63%,60%,100%,25%,1.58,1.86,1.35,1.46,1.22,1.67,47%,63%,29%,1.87,1.75,2,1,1.25,0.71,0.87,1.29,1.29,40%,38%,43%,47%,63%,29%,27%,13%,43%,60%,75%,43%,1.49,1.46,1.53,1.53,1.31,1.79
Inter de Limeira,Avenida,Brasil - Brasileirão Série D,"Sáb, 03 Agosto 2024",16:00,43%,40%,E E V D D,V D E V V,E E D D V,E D E D E,E E V V V,D D E D D,1.67,2.29,1.13,1.33,1.88,0.71,47%,71%,25%,1.53,2.29,0.88,1.07,1.71,0.5,0.47,0.57,0.38,13%,29%,0%,67%,71%,63%,40%,0%,75%,47%,71%,25%,1.7,2.07,1.33,1.52,1.46,1.58,33%,50%,14%,2.2,1.5,3,0.93,1,0.86,1.27,2.14,2.14,53%,38%,71%,33%,63%,0%,27%,25%,29%,47%,63%,29%,1.08,1.3,0.86,1.33,1.22,1.43
Porto Velho,Ríver-PI,Brasil - Brasileirão Série D,"Sáb, 03 Agosto 2024",16:30,43%,40%,E V V E D,V E V V V,E V D D D,E E D V E,E D E D V,E V V D E,1.93,2.71,1.25,1.33,1.5,1.14,60%,86%,38%,3.2,3.57,2.88,2.07,3,1.25,1.13,0.57,1.63,60%,57%,63%,40%,43%,38%,0%,0%,0%,73%,71%,75%,1.45,2.01,1.05,1.39,0.93,1.72,33%,38%,29%,2.67,3,2.29,1.47,1.75,1.14,1.2,1.14,1.14,53%,63%,43%,27%,25%,29%,27%,13%,43%,40%,38%,43%,1.76,2,1.43,1.53,1.51,1.56
Portuguesa-RJ,Mixto,Brasil - Brasileirão Série D,"Sáb, 03 Agosto 2024",17:00,43%,40%,E V V D E,V V E V E,E V D E E,E E E V V,E E V V V,E V E D D,1.73,2.14,1.38,1.53,2,1,40%,57%,25%,1.6,2,1.25,1.2,1.71,0.75,0.4,0.29,0.5,33%,29%,38%,60%,71%,50%,33%,14%,50%,40%,71%,13%,1.47,1.62,1.33,0.91,0.71,1.1,33%,50%,14%,2.07,2,2.14,1.2,1.38,1,0.87,1.14,1.14,67%,63%,71%,27%,38%,14%,20%,13%,29%,47%,75%,14%,1.5,1.42,1.61,1.34,1.18,1.56
XV de Piracicaba,Taquaritinga,Brasil - Copa Paulista,"Sáb, 03 Agosto 2024",15:00,49%,35%,E V V D E,V E,E V D,D V V V V,D V V,V V V,1.6,2,1.33,2.5,2,3,40%,50%,33%,2,4,0.67,1.2,2.5,0.33,0.8,1.5,0.33,40%,100%,0%,40%,0%,67%,40%,0%,67%,40%,50%,33%,1.68,2.04,1.43,1.3,1.24,1.34,83%,67%,100%,1.17,1,1.33,1,0.67,1.33,0.17,0,0,0%,0%,0%,83%,67%,100%,17%,33%,0%,83%,67%,100%,1.75,2.16,1.33,1.43,1.29,1.57
Capivariano,Primavera-SP,Brasil - Copa Paulista,"Sáb, 03 Agosto 2024",15:00,49%,35%,E E E D V,E E V,E D D,V V V V D,V V V,V D,1,1.67,0.33,2.4,3,1.5,17%,33%,0%,2.33,1.67,3,1,1,1,1.33,0.67,2,83%,67%,100%,17%,33%,0%,17%,33%,0%,33%,67%,0%,2.14,2.17,2.12,1.36,1.31,1.42,80%,100%,50%,3,3.33,2.5,2.2,2.33,2,0.8,0.5,0.5,40%,67%,0%,40%,33%,50%,20%,0%,50%,60%,100%,0%,1.27,1.61,0.76,1.37,1.65,0.95
Portuguesa,EC São Bernardo,Brasil - Copa Paulista,"Sáb, 03 Agosto 2024",15:00,49%,35%,D E V V V,E V E,D V V E,V E D E D,V D D D,E E E,1.71,1.67,1.75,0.86,0.75,1,43%,33%,50%,2.14,2.33,2,1.43,1.67,1.25,0.71,0.67,0.75,57%,67%,50%,43%,33%,50%,14%,33%,0%,71%,67%,75%,1.41,1.49,1.35,1.18,1.22,1.16,14%,25%,0%,2,2,2,0.86,0.75,1,1.14,1,1,57%,25%,100%,14%,25%,0%,29%,50%,0%,29%,50%,0%,1.43,1.55,1.32,1.62,1.59,1.65
XV de Jaú,Grêmio Prudente,Brasil - Copa Paulista,"Sáb, 03 Agosto 2024",15:30,49%,35%,V E V V V,E V V,V V D,D E E D E,D E D,E E,2.17,2.33,2,0.6,0.33,1,67%,67%,67%,1.5,1,2,1,1,1,0.5,0,1,17%,0%,33%,67%,100%,33%,33%,33%,33%,50%,67%,33%,1.7,1.63,1.78,1.49,1.65,1.34,0%,0%,0%,2.8,3.33,2,1.2,1.33,1,1.6,1,1,80%,100%,50%,20%,0%,50%,20%,0%,50%,80%,100%,50%,1.47,1.4,1.68,1.75,1.62,2.14
Bragantino II,Rio Branco-PR,Brasil - Copa Paulista,"Sáb, 03 Agosto 2024",17:00,49%,35%,D E D D E,D E,D E D,E D E V D,E V V,D E D,0.4,0.5,0.33,1.33,2.33,0.33,0%,0%,0%,2,2,2,0.4,0,0.67,1.6,2,1.33,40%,0%,67%,20%,50%,0%,60%,100%,33%,20%,0%,33%,0.93,0.77,1.1,1,0.63,1.37,33%,67%,0%,2.33,2,2.67,1.17,1.33,1,1.17,1.67,1.67,67%,67%,67%,33%,33%,33%,17%,0%,33%,33%,67%,0%,1.29,1.27,1.3,1.56,1.35,1.77
Flamengo Sub-20,Fluminense Sub-20,Brasil - Campeonato Carioca Sub 20,"Sáb, 03 Agosto 2024",10:00,50%,52%,D E V V V,E V V V,D V V V,E E V V D,E V D V,E V E V,2.38,2.5,2.25,1.88,1.75,2,75%,75%,75%,3.38,4,2.75,2.5,3,2,0.88,1,0.75,50%,50%,50%,38%,50%,25%,25%,25%,25%,50%,50%,50%,1.8,1.87,1.73,1.29,1.06,1.53,50%,50%,50%,2.38,2.5,2.25,1.63,1.75,1.5,0.75,0.75,0.75,50%,50%,50%,38%,25%,50%,25%,25%,25%,38%,25%,50%,1.78,2.13,1.52,1.02,0.83,1.16
Vasco Sub-20,Volta Redonda Sub-20,Brasil - Campeonato Carioca Sub 20,"Sáb, 03 Agosto 2024",14:45,50%,52%,V E E V E,V E E V,E V V V,D E D D V,D D V V,E D V D,2.25,2,2.5,1.25,1.5,1,63%,50%,75%,2.63,2,3.25,2,1.25,2.75,0.63,0.75,0.5,63%,75%,50%,38%,25%,50%,0%,0%,0%,88%,100%,75%,2.14,1.68,2.6,1.08,1.25,0.9,38%,50%,25%,2,1.75,2.25,0.88,1,0.75,1.13,1.5,1.5,38%,25%,50%,38%,25%,50%,38%,50%,25%,38%,25%,50%,1.39,1.5,1.28,1.99,1.62,2.37
AguaÍ Sub 20,Sub 20,Brasil - Campeonato Paulista Sub 20,"Sáb, 03 Agosto 2024",15:00,49%,62%,D E D D E,D D V V D,E D E D V,V V V E V,V V V V V,V E V V D,1.29,1.29,1.29,2.5,3,2,36%,43%,29%,2,1.71,2.29,0.86,0.86,0.86,1.14,0.86,1.43,21%,0%,43%,43%,43%,43%,50%,57%,43%,50%,43%,57%,1.49,1.68,1.26,1.36,1.14,1.63,79%,100%,57%,3.57,4.86,2.29,3.29,4.86,1.71,0.29,0.57,0.57,14%,0%,29%,86%,100%,71%,7%,0%,14%,86%,100%,71%,2.2,2.88,1.82,1.15,1.26,1.1
