home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Cliftonville,Auda,Europa -  de Conferência,"Qua, 24 Julho 2024",15:45,50%,40%,,,,V V,V,V,0,0,0,3,3,3,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,100%,100%,100%,1.5,2,1,1.5,2,1,0,0,0,0%,0%,0%,100%,100%,100%,0%,0%,0%,100%,100%,100%,1.77,1.79,1.74,0.96,0.7,1.21
Jaro,MP,Finland - Ykkösliiga,"Qua, 24 Julho 2024",12:30,51%,55%,D V V V V,V V E D E,D V V V D,E D V D E,D D D D D,E V E E D,2,2.13,1.88,0.5,0.25,0.75,63%,63%,63%,2.56,2.88,2.25,1.69,1.88,1.5,0.88,1,0.75,44%,63%,25%,38%,25%,50%,25%,25%,25%,63%,63%,63%,1.67,1.95,1.35,1.17,1.21,1.12,6%,0%,13%,2.75,3.13,2.38,0.5,0.63,0.38,2.25,2,2,38%,50%,25%,19%,13%,25%,63%,50%,75%,6%,0%,13%,1.32,1.38,1.25,1.54,1.39,1.74
Argentina,Marrocos,Internacional - Olimpíadas,"Qua, 24 Julho 2024",10:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Uzbequistão,Espanha,Internacional - Olimpíadas,"Qua, 24 Julho 2024",10:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Guiné,Nova,Internacional - Olimpíadas,"Qua, 24 Julho 2024",12:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Egito,República,Internacional - Olimpíadas,"Qua, 24 Julho 2024",12:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Japão,Paraguai,Internacional - Olimpíadas,"Qua, 24 Julho 2024",14:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Iraque,Ucrânia,Internacional - Olimpíadas,"Qua, 24 Julho 2024",14:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Mali,Israel,Internacional - Olimpíadas,"Qua, 24 Julho 2024",16:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
França,Estados,Internacional - Olimpíadas,"Qua, 24 Julho 2024",16:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
St.,Belfast,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 24 Julho 2024",15:30,64%,89%,V E E V V,V V D V V,V E E V V,V V E D V,V V E D E,D V V E D,2.36,2.4,2.33,1.36,1.33,1.4,73%,80%,67%,5.55,5.2,5.83,4.18,3.4,4.83,1.36,1.8,1,64%,80%,50%,36%,20%,50%,0%,0%,0%,18%,40%,0%,1.29,2.29,0,0.36,1.36,0,36%,33%,40%,5,3.67,6.6,2.36,1.67,3.2,2.64,3.4,3.4,73%,67%,80%,18%,33%,0%,18%,17%,20%,27%,33%,20%,2.18,1.92,2.94,1.27,1.18,1.52
Comber,Bangor,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 24 Julho 2024",15:30,64%,89%,D V D D D,D V D D D,D D D D D,V V D V D,V D V V V,V D V V V,0.55,0.6,0.5,2.45,2.5,2.4,18%,20%,17%,6.91,5.6,8,1.27,1.2,1.33,5.64,4.4,6.67,64%,60%,67%,9%,20%,0%,27%,20%,33%,9%,20%,0%,0.52,1.52,0,1.94,2.94,0,82%,83%,80%,7.45,7.5,7.4,6,6.67,5.2,1.45,2.2,2.2,64%,33%,100%,36%,67%,0%,0%,0%,0%,45%,83%,0%,2.22,3.07,1.36,1.49,0.68,2.29
Ballymena,St.,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 24 Julho 2024",15:30,64%,89%,D E D E V,E V V V V,D E D D V,E D V V D,D D E D,E D V V D,1.82,2.67,0.8,1,0.25,1.43,55%,83%,20%,4.73,5.83,3.4,2.91,4.5,1,1.82,1.33,2.4,64%,83%,40%,18%,17%,20%,18%,0%,40%,9%,17%,0%,0.38,0,0.88,2.29,0,2.79,27%,0%,43%,4.91,3.75,5.57,1.82,0.25,2.71,3.09,2.86,2.86,45%,25%,57%,18%,25%,14%,45%,75%,29%,0%,0%,0%,,,,,,
Ballyclare,Foyle,Irlanda do Norte - Campeonato Irlandês Feminino,"Qua, 24 Julho 2024",16:10,64%,89%,E D E D D,E D D V D,E D D V E,D D D D D,D D D D D,D D D D,0.82,0.8,0.83,0,0,0,18%,20%,17%,4.73,6.4,3.33,2.55,4,1.33,2.18,2.4,2,55%,80%,33%,36%,20%,50%,27%,0%,50%,9%,20%,0%,-0.08,0,0.92,0.88,0,1.88,0%,0%,0%,8.09,7.57,9,0.73,1.14,0,7.36,9,9,36%,57%,0%,0%,0%,0%,64%,43%,100%,0%,0%,0%,,,,,,
Servette,Young,Suíça - Campeonato Suíço,"Qua, 24 Julho 2024",15:30,67%,67%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,3,0,3,2,0,2,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.31,0,1.31,0.15,0,1.15,0%,0%,0%,3,3,0,1,1,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.85,1.85,0,0.4,1.4,0
Metropolitanos,UCV,Venezuela - Campeonato Venezuelano,"Qua, 24 Julho 2024",18:30,54%,45%,D D E V V,D V V V V,D E V E V,V D D V E,V D V E E,D E V E E,1.67,1.91,1.4,1.8,1.82,1.78,48%,55%,40%,2.95,2.64,3.3,1.57,1.73,1.4,1.38,0.91,1.9,62%,64%,60%,24%,36%,10%,24%,9%,40%,48%,55%,40%,1.54,1.58,1.5,1.61,1.44,1.8,45%,45%,44%,2.15,1.91,2.44,1.35,1.36,1.33,0.8,1.11,1.11,35%,27%,44%,60%,64%,56%,20%,27%,11%,55%,45%,67%,1.41,1.37,1.47,1.33,1.3,1.36
Monagas,Deportivo,Venezuela - Campeonato Venezuelano,"Qua, 24 Julho 2024",21:15,54%,45%,V D V V E,V V E V V,V D E D V,E V V D D,E V D D V,V D V E V,1.57,2,1.14,1.5,1.36,1.67,43%,57%,29%,2.86,3.29,2.43,1.5,1.86,1.14,1.36,1.43,1.29,71%,71%,71%,14%,29%,0%,21%,14%,29%,36%,43%,29%,1.62,1.87,1.37,1.45,1.23,1.67,40%,36%,44%,2.2,1.82,2.67,1.1,0.82,1.44,1.1,1.22,1.22,60%,45%,78%,25%,36%,11%,30%,45%,11%,45%,36%,56%,1.54,1.6,1.46,1.45,1.39,1.54
Simba,Highlanders,Zimbábue - Campeonato do Zimbábue,"Qua, 24 Julho 2024",10:00,0%,0%,E V V D V,V V V E V,E D V D V,V V D V E,V V E E D,V D E E E,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Ngezi,Kariba,Zimbábue - Campeonato do Zimbábue,"Qua, 24 Julho 2024",10:00,0%,0%,E V V E V,V V V V V,E E V V D,E E D E E,E E V E D,E D E E D,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
TelOne,Green,Zimbábue - Campeonato do Zimbábue,"Qua, 24 Julho 2024",10:00,0%,0%,E E E V E,E E E E D,E V D D E,E D D V D,E V E E V,D D D D D,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Herentals,Arenel,Zimbábue - Campeonato do Zimbábue,"Qua, 24 Julho 2024",10:00,0%,0%,V V E E E,E E V V V,V V E E E,D D D D D,D D E D E,D D D D E,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Bikita,CAPS,Zimbábue - Campeonato do Zimbábue,"Qua, 24 Julho 2024",10:00,0%,0%,D D E V E,D V D V E,D E E E E,D E D V E,D V D E V,E D E E V,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Bulawayo,Hwange,Zimbábue - Campeonato do Zimbábue,"Qua, 24 Julho 2024",10:00,0%,0%,D V E E D,V E D E E,D E E D D,D E E D V,D E V E E,E D D D D,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
